breaks_program,circuit,compiler_label,eta,head,layer,pred_changed,selector_hit
False,CKT_0047,unused,5.348319039019464e-17,17,0,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,18,0,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,19,0,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,20,0,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,21,0,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,22,0,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,23,0,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,24,0,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,25,0,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,26,0,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,27,0,False,1.0
False,CKT_0047,lookup,5.348319039019464e-17,0,1,False,1.0
False,CKT_0047,lookup,5.348319039019464e-17,1,1,False,1.0
True,CKT_0047,lookup,0.3728641276946067,2,1,False,1.0
True,CKT_0047,lookup,0.06908110098878824,3,1,False,1.0
True,CKT_0047,lookup,0.005107340834218181,4,1,False,1.0
False,CKT_0047,lookup,5.348319039019464e-17,5,1,True,1.0
True,CKT_0047,passthrough,7.724044848615557e-06,6,1,False,1.0
True,CKT_0047,passthrough,7.724190217233353e-06,7,1,False,1.0
True,CKT_0047,passthrough,0.08177616699725077,8,1,True,0.8392857142857143
True,CKT_0047,passthrough,5.348319039019464e-17,9,1,False,0.9892857142857143
False,CKT_0047,passthrough,5.348319039019464e-17,10,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,11,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,12,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,13,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,14,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,15,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,16,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,17,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,18,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,19,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,20,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,21,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,22,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,23,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,24,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,25,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,26,1,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,27,1,False,1.0
True,CKT_0047,lookup,0.003454559416953882,0,2,True,1.0
True,CKT_0047,lookup,0.08194166293356518,1,2,True,1.0
True,CKT_0047,lookup,0.0075287061094326336,2,2,True,1.0
True,CKT_0047,lookup,1.0,3,2,True,1.0
False,CKT_0047,passthrough,5.348319039019464e-17,4,2,False,1.0
True,CKT_0047,passthrough,0.0007496795027678575,5,2,True,1.0
True,CKT_0047,passthrough,0.023885867826815878,6,2,True,1.0
False,CKT_0047,unused,5.348319039019464e-17,7,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,8,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,9,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,10,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,11,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,12,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,13,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,14,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,15,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,16,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,17,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,18,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,19,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,20,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,21,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,22,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,23,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,24,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,25,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,26,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,27,2,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,0,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,1,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,2,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,3,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,4,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,5,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,6,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,7,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,8,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,9,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,10,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,11,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,12,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,13,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,14,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,15,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,16,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,17,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,18,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,19,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,20,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,21,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,22,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,23,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,24,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,25,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,26,3,False,1.0
False,CKT_0047,unused,5.348319039019464e-17,27,3,False,1.0
True,CKT_0070,passthrough,0.0006051468263183545,0,0,False,0.5909090909090909
True,CKT_0070,passthrough,0.0012121614643976538,1,0,False,0.9181818181818182
False,CKT_0070,passthrough,5.33165050942389e-19,2,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,3,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,4,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,5,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,6,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,7,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,8,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,9,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,10,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,11,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,12,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,13,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,14,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,15,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,16,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,17,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,18,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,19,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,20,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,21,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,22,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,23,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,24,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,25,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,26,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,27,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,28,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,29,0,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,30,0,False,1.0
False,CKT_0070,lookup,5.33165050942389e-19,0,1,False,1.0
False,CKT_0070,lookup,5.33165050942389e-19,1,1,False,1.0
False,CKT_0070,lookup,5.33165050942389e-19,2,1,False,1.0
True,CKT_0070,lookup,0.0012118025350600593,3,1,False,1.0
True,CKT_0070,lookup,0.0007415160493679498,4,1,False,1.0
True,CKT_0070,lookup,0.00022441350787325107,5,1,False,1.0
True,CKT_0070,passthrough,5.33165050942389e-19,6,1,False,0.7
True,CKT_0070,passthrough,0.14479011008032275,7,1,True,1.0
False,CKT_0070,passthrough,5.33165050942389e-19,8,1,False,1.0
True,CKT_0070,passthrough,0.00017146968065976975,9,1,True,1.0
True,CKT_0070,passthrough,0.0005137863818224451,10,1,True,1.0
True,CKT_0070,passthrough,0.0003432765701399846,11,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,12,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,13,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,14,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,15,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,16,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,17,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,18,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,19,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,20,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,21,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,22,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,23,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,24,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,25,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,26,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,27,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,28,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,29,1,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,30,1,False,1.0
True,CKT_0070,lookup,0.0012258512066112789,0,2,False,1.0
True,CKT_0070,lookup,1.7274732912972378e-06,1,2,False,1.0
False,CKT_0070,lookup,5.33165050942389e-19,2,2,False,1.0
True,CKT_0070,lookup,1.0,3,2,False,1.0
False,CKT_0070,lookup,5.33165050942389e-19,4,2,False,1.0
True,CKT_0070,passthrough,1.731492492755299e-05,5,2,False,1.0
True,CKT_0070,passthrough,3.4720556030121536e-05,6,2,False,1.0
True,CKT_0070,passthrough,0.00016116515389559032,7,2,True,1.0
False,CKT_0070,passthrough,5.33165050942389e-19,8,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,9,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,10,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,11,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,12,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,13,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,14,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,15,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,16,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,17,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,18,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,19,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,20,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,21,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,22,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,23,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,24,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,25,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,26,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,27,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,28,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,29,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,30,2,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,0,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,1,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,2,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,3,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,4,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,5,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,6,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,7,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,8,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,9,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,10,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,11,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,12,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,13,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,14,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,15,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,16,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,17,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,18,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,19,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,20,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,21,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,22,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,23,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,24,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,25,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,26,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,27,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,28,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,29,3,False,1.0
False,CKT_0070,unused,5.33165050942389e-19,30,3,False,1.0
True,CKT_0096,passthrough,0.1887488171166871,0,0,True,0.49572649572649574
True,CKT_0096,passthrough,0.3737781541531176,1,0,True,0.9487179487179487
True,CKT_0096,passthrough,2.5313695747627272e-05,2,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,3,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,4,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,5,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,6,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,7,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,8,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,9,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,10,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,11,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,12,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,13,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,14,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,15,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,16,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,17,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,18,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,19,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,20,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,21,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,22,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,23,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,24,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,25,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,26,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,27,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,28,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,29,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,30,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,31,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,32,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,33,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,34,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,35,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,36,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,37,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,38,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,39,0,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,40,0,False,1.0
False,CKT_0096,lookup,4.7299587213834815e-17,0,1,False,1.0
False,CKT_0096,lookup,4.7299587213834815e-17,1,1,False,1.0
False,CKT_0096,lookup,4.7299587213834815e-17,2,1,False,1.0
False,CKT_0096,lookup,4.7299587213834815e-17,3,1,False,1.0
False,CKT_0096,lookup,4.7299587213834815e-17,4,1,False,1.0
True,CKT_0096,lookup,0.3764247885585805,5,1,True,1.0
True,CKT_0096,lookup,0.10452217522786501,6,1,True,1.0
False,CKT_0096,lookup,4.7299587213834815e-17,7,1,False,1.0
False,CKT_0096,lookup,4.7299587213834815e-17,8,1,False,1.0
False,CKT_0096,lookup,4.7299587213834815e-17,9,1,True,1.0
True,CKT_0096,passthrough,1.3340554299206292e-06,10,1,False,1.0
False,CKT_0096,passthrough,4.7299587213834815e-17,11,1,False,1.0
False,CKT_0096,passthrough,4.7299587213834815e-17,12,1,False,1.0
False,CKT_0096,passthrough,4.7299587213834815e-17,13,1,False,1.0
True,CKT_0096,passthrough,0.0037668146255688583,14,1,True,1.0
True,CKT_0096,passthrough,0.008454026045344891,15,1,True,0.8769230769230769
True,CKT_0096,passthrough,0.00035582383298194076,16,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,17,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,18,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,19,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,20,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,21,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,22,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,23,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,24,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,25,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,26,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,27,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,28,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,29,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,30,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,31,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,32,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,33,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,34,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,35,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,36,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,37,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,38,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,39,1,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,40,1,False,1.0
True,CKT_0096,lookup,0.007824319211205882,0,2,True,1.0
True,CKT_0096,lookup,0.011281189216129599,1,2,True,1.0
True,CKT_0096,lookup,0.0035872821315865934,2,2,True,1.0
True,CKT_0096,lookup,0.02405765213580986,3,2,True,1.0
True,CKT_0096,lookup,1.0,4,2,True,1.0
False,CKT_0096,passthrough,4.7299587213834815e-17,5,2,False,1.0
False,CKT_0096,passthrough,4.7299587213834815e-17,6,2,False,1.0
False,CKT_0096,passthrough,4.7299587213834815e-17,7,2,False,1.0
False,CKT_0096,passthrough,4.7299587213834815e-17,8,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,9,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,10,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,11,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,12,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,13,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,14,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,15,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,16,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,17,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,18,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,19,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,20,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,21,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,22,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,23,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,24,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,25,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,26,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,27,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,28,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,29,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,30,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,31,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,32,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,33,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,34,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,35,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,36,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,37,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,38,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,39,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,40,2,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,0,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,1,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,2,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,3,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,4,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,5,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,6,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,7,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,8,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,9,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,10,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,11,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,12,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,13,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,14,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,15,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,16,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,17,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,18,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,19,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,20,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,21,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,22,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,23,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,24,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,25,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,26,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,27,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,28,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,29,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,30,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,31,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,32,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,33,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,34,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,35,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,36,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,37,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,38,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,39,3,False,1.0
False,CKT_0096,unused,4.7299587213834815e-17,40,3,False,1.0
True,CKT_0094,passthrough,1.850813168247047e-17,0,0,False,0.8571428571428571
True,CKT_0094,passthrough,1.6292346665744416e-05,1,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,2,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,3,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,4,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,5,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,6,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,7,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,8,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,9,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,10,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,11,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,12,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,13,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,14,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,15,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,16,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,17,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,18,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,19,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,20,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,21,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,22,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,23,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,24,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,25,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,26,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,27,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,28,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,29,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,30,0,False,1.0
False,CKT_0094,unused,1.850813168247047e-17,31,0,False,1.0
