K,circuit,dtype,eta,frac_finite,frac_onehot,frac_tied,fwd_rel_err,max_entropy,mean_entropy,n_free,n_lookups,pred_unchanged,pred_v,prune,prune_nz,quant,selector_hit
1000000.0,CKT_0029,f64,1.0,1.0,0.043478260869565216,0.9565217391304348,1.0,3.1354942159291497,2.2437685029462773,3,2208,False,0.0,0.9,True,,0.8722826086956522
10000.0,CKT_0029,f64,2.292873175555528e-18,1.0,0.22282608695652173,0.7771739130434783,0.0,3.1354942159291497,1.8230619086438502,3,2208,True,0.15,0.0,False,,1.0
10000.0,CKT_0029,f32,2.2636084313185776e-08,1.0,0.22282608695652173,0.7771739130434783,6.660473085464356e-08,3.135494255705829,1.8230619304794267,3,2208,True,0.15,0.0,False,,1.0
10000.0,CKT_0029,bf16,0.0014697124792711277,1.0,0.22192028985507245,0.7780797101449275,0.09820327010521517,3.134451374915331,1.8245492072670595,3,2208,True,0.15,0.0,False,,0.9990942028985508
10000.0,CKT_0029,f16,inf,0.058876811594202896,0.02309782608695652,0.0384963768115942,inf,1.3862943611198906,0.035248631847728584,3,2208,False,0.0,0.0,False,,0.7228260869565217
10000.0,CKT_0029,f64,1.0,1.0,0.043478260869565216,0.9565217391304348,1.0,3.1354942159291497,2.2437685029462773,3,2208,False,0.0,0.0,False,per_tensor_int8,0.8623188405797102
10000.0,CKT_0029,f64,1.0,1.0,0.22282608695652173,0.7771739130434783,1.0,3.1354942159291497,1.8230619086438502,3,2208,False,0.0,0.0,False,per_channel_int8,0.947463768115942
10000.0,CKT_0029,f64,2.292873175555528e-18,1.0,0.22282608695652173,0.7771739130434783,0.0,3.1354942159291497,1.8230619086438502,3,2208,True,0.15,0.1,False,,1.0
10000.0,CKT_0029,f64,1.0,1.0,0.22282608695652173,0.7771739130434783,1.0,3.1354942159291497,1.8230619086438502,3,2208,False,0.0,0.1,True,,0.9302536231884058
10000.0,CKT_0029,f64,2.292873175555528e-18,1.0,0.22282608695652173,0.7771739130434783,0.0,3.1354942159291497,1.8230619086438502,3,2208,True,0.15,0.5,False,,1.0
10000.0,CKT_0029,f64,1.0,1.0,0.043478260869565216,0.9565217391304348,1.0,3.1354942159291497,2.2437685029462773,3,2208,False,0.0,0.5,True,,0.8623188405797102
10000.0,CKT_0029,f64,2.292873175555528e-18,1.0,0.22282608695652173,0.7771739130434783,0.0,3.1354942159291497,1.8230619086438502,3,2208,True,0.15,0.9,False,,1.0
10000.0,CKT_0029,f64,1.0,1.0,0.043478260869565216,0.9565217391304348,1.0,3.1354942159291497,2.2437685029462773,3,2208,False,0.0,0.9,True,,0.8623188405797102
10000000000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.20790816326530612,0.7920918367346939,3.2581542374269197e-16,3.332204510175204,1.991663382850989,4,3136,True,0.05,0.0,False,,1.0
10000000000.0,CKT_0042,f32,2.6332711644002692e-08,1.0,0.20790816326530612,0.7920918367346939,1.0305967563414009e-07,3.3322046144328694,1.9916634074619786,4,3136,True,0.05,0.0,False,,1.0
10000000000.0,CKT_0042,bf16,0.16544885397603673,1.0,0.20503826530612246,0.7949617346938775,0.4482817362642593,3.327647514649657,1.9953699867373256,4,3136,False,2.9,0.0,False,,0.9971301020408163
10000000000.0,CKT_0042,f16,inf,0.03316326530612245,0.008290816326530613,0.024872448979591837,inf,1.3862943611198906,0.026348460732529534,4,3136,False,0.0,0.0,False,,0.7193877551020408
10000000000.0,CKT_0042,f64,1.0,1.0,0.03571428571428571,0.9642857142857143,1.0,3.332204510175204,2.424633683470769,4,3136,False,0.0,0.0,False,per_tensor_int8,0.8769132653061225
10000000000.0,CKT_0042,f64,1.0,1.0,0.20790816326530612,0.7920918367346939,1.0,3.332204510175204,1.991663382850989,4,3136,False,0.0,0.0,False,per_channel_int8,0.9394132653061225
10000000000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.20790816326530612,0.7920918367346939,3.2581542374269197e-16,3.332204510175204,1.991663382850989,4,3136,True,0.05,0.1,False,,1.0
10000000000.0,CKT_0042,f64,1.0,1.0,0.20790816326530612,0.7920918367346939,1.0,3.332204510175204,1.991663382850989,4,3136,False,0.0,0.1,True,,0.9237882653061225
10000000000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.20790816326530612,0.7920918367346939,3.2581542374269197e-16,3.332204510175204,1.991663382850989,4,3136,True,0.05,0.5,False,,1.0
10000000000.0,CKT_0042,f64,1.0,1.0,0.03571428571428571,0.9642857142857143,1.0,3.332204510175204,2.424633683470769,4,3136,False,0.0,0.5,True,,0.8769132653061225
10000000000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.20790816326530612,0.7920918367346939,3.2581542374269197e-16,3.332204510175204,1.991663382850989,4,3136,True,0.05,0.9,False,,1.0
10000000000.0,CKT_0042,f64,1.0,1.0,0.03571428571428571,0.9642857142857143,1.0,3.332204510175204,2.424633683470769,4,3136,False,0.0,0.9,True,,0.8769132653061225
100000000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.20790816326530612,0.7920918367346939,3.2581542374269197e-16,3.332204510175204,1.991663382850989,4,3136,True,0.05,0.0,False,,1.0
100000000.0,CKT_0042,f32,2.6332711644002692e-08,1.0,0.20790816326530612,0.7920918367346939,1.0305967563414009e-07,3.3322046144328694,1.9916634074619786,4,3136,True,0.05,0.0,False,,1.0
100000000.0,CKT_0042,bf16,0.0011156918062753397,1.0,0.20567602040816327,0.7943239795918368,0.003654912963927123,3.327647514649657,1.994798574057081,4,3136,False,2.9,0.0,False,,0.9977678571428571
100000000.0,CKT_0042,f16,inf,0.03316326530612245,0.008290816326530613,0.024872448979591837,inf,1.3862943611198906,0.026348460732529534,4,3136,False,0.0,0.0,False,,0.7193877551020408
100000000.0,CKT_0042,f64,1.0,1.0,0.03571428571428571,0.9642857142857143,1.0,3.332204510175204,2.424633683470769,4,3136,False,0.0,0.0,False,per_tensor_int8,0.8769132653061225
100000000.0,CKT_0042,f64,1.0,1.0,0.20790816326530612,0.7920918367346939,1.0,3.332204510175204,1.991663382850989,4,3136,False,0.0,0.0,False,per_channel_int8,0.9394132653061225
100000000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.20790816326530612,0.7920918367346939,3.2581542374269197e-16,3.332204510175204,1.991663382850989,4,3136,True,0.05,0.1,False,,1.0
100000000.0,CKT_0042,f64,1.0,1.0,0.20790816326530612,0.7920918367346939,1.0,3.332204510175204,1.991663382850989,4,3136,False,0.0,0.1,True,,0.9237882653061225
100000000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.20790816326530612,0.7920918367346939,3.2581542374269197e-16,3.332204510175204,1.991663382850989,4,3136,True,0.05,0.5,False,,1.0
100000000.0,CKT_0042,f64,1.0,1.0,0.03571428571428571,0.9642857142857143,1.0,3.332204510175204,2.424633683470769,4,3136,False,0.0,0.5,True,,0.8769132653061225
100000000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.20790816326530612,0.7920918367346939,3.2581542374269197e-16,3.332204510175204,1.991663382850989,4,3136,True,0.05,0.9,False,,1.0
100000000.0,CKT_0042,f64,1.0,1.0,0.03571428571428571,0.9642857142857143,1.0,3.332204510175204,2.424633683470769,4,3136,False,0.0,0.9,True,,0.8769132653061225
1000000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.21651785714285715,0.7834821428571429,3.2581542374269197e-16,3.332204510175204,1.9700148678199998,4,3136,True,0.05,0.0,False,,1.0
1000000.0,CKT_0042,f32,2.6332711644002692e-08,1.0,0.21651785714285715,0.7834821428571429,1.0305967563414009e-07,3.3322046144328694,1.9700148921634786,4,3136,True,0.05,0.0,False,,1.0
1000000.0,CKT_0042,bf16,0.0011156918062753397,1.0,0.21237244897959184,0.7876275510204082,0.003654912963927123,3.327647514649657,1.974466002880529,4,3136,False,2.9,0.0,False,,0.9968112244897959
1000000.0,CKT_0042,f16,inf,0.03188775510204082,0.007971938775510204,0.02391581632653061,inf,1.3862943611198906,0.02533505839666302,4,3136,False,0.0,0.0,False,,0.7168367346938775
1000000.0,CKT_0042,f64,1.0,1.0,0.03571428571428571,0.9642857142857143,1.0,3.332204510175204,2.424633683470769,4,3136,False,0.0,0.0,False,per_tensor_int8,0.8683035714285714
1000000.0,CKT_0042,f64,0.9984366894763104,1.0,0.21651785714285715,0.7834821428571429,1.0,3.332204510175204,1.9700148678199998,4,3136,False,0.0,0.0,False,per_channel_int8,0.9394132653061225
1000000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.21651785714285715,0.7834821428571429,3.2581542374269197e-16,3.332204510175204,1.9700148678199998,4,3136,True,0.05,0.1,False,,1.0
1000000.0,CKT_0042,f64,1.0,1.0,0.21651785714285715,0.7834821428571429,1.0,3.332204510175204,1.9700148678199998,4,3136,False,0.0,0.1,True,,0.9237882653061225
1000000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.21651785714285715,0.7834821428571429,3.2581542374269197e-16,3.332204510175204,1.9700148678199998,4,3136,True,0.05,0.5,False,,1.0
1000000.0,CKT_0042,f64,1.0,1.0,0.03571428571428571,0.9642857142857143,1.0,3.332204510175204,2.424633683470769,4,3136,False,0.0,0.5,True,,0.8683035714285714
1000000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.21651785714285715,0.7834821428571429,3.2581542374269197e-16,3.332204510175204,1.9700148678199998,4,3136,True,0.05,0.9,False,,1.0
1000000.0,CKT_0042,f64,1.0,1.0,0.03571428571428571,0.9642857142857143,1.0,3.332204510175204,2.424633683470769,4,3136,False,0.0,0.9,True,,0.8683035714285714
10000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.20790816326530612,0.7920918367346939,3.2581542374269197e-16,3.332204510175204,1.991663382850989,4,3136,True,0.05,0.0,False,,1.0
10000.0,CKT_0042,f32,2.6332711644002692e-08,1.0,0.20790816326530612,0.7920918367346939,1.0305967563414009e-07,3.3322046144328694,1.9916634074619786,4,3136,True,0.05,0.0,False,,1.0
10000.0,CKT_0042,bf16,0.0011156918062753397,1.0,0.20471938775510204,0.795280612244898,0.003654912963927123,3.327647514649657,1.9954616612833822,4,3136,False,2.9,0.0,False,,0.9968112244897959
10000.0,CKT_0042,f16,inf,0.04846938775510204,0.018176020408163265,0.031568877551020405,inf,1.3862943611198906,0.030105955014901688,4,3136,False,0.0,0.0,False,,0.7216198979591837
10000.0,CKT_0042,f64,1.0,1.0,0.03571428571428571,0.9642857142857143,1.0,3.332204510175204,2.424633683470769,4,3136,False,0.0,0.0,False,per_tensor_int8,0.8769132653061225
10000.0,CKT_0042,f64,1.0,1.0,0.20790816326530612,0.7920918367346939,1.0,3.332204510175204,1.991663382850989,4,3136,False,0.0,0.0,False,per_channel_int8,0.9394132653061225
10000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.20790816326530612,0.7920918367346939,3.2581542374269197e-16,3.332204510175204,1.991663382850989,4,3136,True,0.05,0.1,False,,1.0
10000.0,CKT_0042,f64,1.0,1.0,0.20790816326530612,0.7920918367346939,1.0,3.332204510175204,1.991663382850989,4,3136,False,0.0,0.1,True,,0.9237882653061225
10000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.20790816326530612,0.7920918367346939,3.2581542374269197e-16,3.332204510175204,1.991663382850989,4,3136,True,0.05,0.5,False,,1.0
10000.0,CKT_0042,f64,1.0,1.0,0.03571428571428571,0.9642857142857143,1.0,3.332204510175204,2.424633683470769,4,3136,False,0.0,0.5,True,,0.8769132653061225
10000.0,CKT_0042,f64,1.0463251720911072e-16,1.0,0.20790816326530612,0.7920918367346939,3.2581542374269197e-16,3.332204510175204,1.991663382850989,4,3136,True,0.05,0.9,False,,1.0
10000.0,CKT_0042,f64,1.0,1.0,0.03571428571428571,0.9642857142857143,1.0,3.332204510175204,2.424633683470769,4,3136,False,0.0,0.9,True,,0.8769132653061225
10000000000.0,CKT_0071,f64,0.7835529884344118,1.0,0.19047619047619047,0.8095238095238095,0.8786784271335013,3.5553480614894135,2.1937184667544543,5,5040,True,9.0,0.0,False,,1.0
10000000000.0,CKT_0071,f32,0.7835529884344117,1.0,0.19047619047619047,0.8095238095238095,0.8786784271335013,3.555348075768534,2.193718490108761,5,5040,True,9.0,0.0,False,,1.0
10000000000.0,CKT_0071,bf16,0.9219676212658564,1.0,0.18928571428571428,0.8107142857142857,0.9594124192592077,3.55472416741184,2.195452577904286,5,5040,False,9.5,0.0,False,,0.9988095238095238
10000000000.0,CKT_0071,f16,inf,0.08095238095238096,0.006746031746031746,0.0742063492063492,inf,2.4845440939457064,0.13482091309588118,5,5040,False,0.0,0.0,False,,0.7755952380952381
10000000000.0,CKT_0071,f64,1.0,1.0,0.02857142857142857,0.9714285714285714,1.0,3.5553480614894135,2.6324621601053457,5,5040,False,0.0,0.0,False,per_tensor_int8,0.8902777777777777
10000000000.0,CKT_0071,f64,1.0,1.0,0.19047619047619047,0.8095238095238095,1.0,3.5553480614894135,2.1937184667544543,5,5040,False,0.0,0.0,False,per_channel_int8,0.9456349206349206
10000000000.0,CKT_0071,f64,0.7835529884344118,1.0,0.19047619047619047,0.8095238095238095,0.8786784271335013,3.5553480614894135,2.1937184667544543,5,5040,True,9.0,0.1,False,,1.0
10000000000.0,CKT_0071,f64,1.0,1.0,0.19047619047619047,0.8095238095238095,1.0,3.5553480614894135,2.1937184667544543,5,5040,False,0.0,0.1,True,,0.9305555555555556
10000000000.0,CKT_0071,f64,0.7835529884344118,1.0,0.19047619047619047,0.8095238095238095,0.8786784271335013,3.5553480614894135,2.1937184667544543,5,5040,True,9.0,0.5,False,,1.0
10000000000.0,CKT_0071,f64,1.0,1.0,0.02857142857142857,0.9714285714285714,1.0,3.5553480614894135,2.6324621601053457,5,5040,False,0.0,0.5,True,,0.8902777777777777
10000000000.0,CKT_0071,f64,0.7835529884344118,1.0,0.19047619047619047,0.8095238095238095,0.8786784271335013,3.5553480614894135,2.1937184667544543,5,5040,True,9.0,0.9,False,,1.0
10000000000.0,CKT_0071,f64,1.0,1.0,0.02857142857142857,0.9714285714285714,1.0,3.5553480614894135,2.6324621601053457,5,5040,False,0.0,0.9,True,,0.8902777777777777
100000000.0,CKT_0071,f64,0.7835529884344118,1.0,0.19722222222222222,0.8027777777777778,0.8786784271335013,3.5553480614894135,2.175437479531501,5,5040,True,9.0,0.0,False,,1.0
100000000.0,CKT_0071,f32,0.7835529884344117,1.0,0.19722222222222222,0.8027777777777778,0.8786784271335013,3.555348075768534,2.175437502691188,5,5040,True,9.0,0.0,False,,1.0
100000000.0,CKT_0071,bf16,0.9219676212658564,1.0,0.19603174603174603,0.803968253968254,0.9594124192592077,3.55472416741184,2.177165357669587,5,5040,False,9.5,0.0,False,,0.9988095238095238
100000000.0,CKT_0071,f16,inf,0.08095238095238096,0.006746031746031746,0.0742063492063492,inf,2.4845440939457064,0.13482091309588118,5,5040,False,0.0,0.0,False,,0.7688492063492064
100000000.0,CKT_0071,f64,1.0,1.0,0.02857142857142857,0.9714285714285714,1.0,3.5553480614894135,2.6324621601053457,5,5040,False,0.0,0.0,False,per_tensor_int8,0.883531746031746
100000000.0,CKT_0071,f64,1.0,1.0,0.19722222222222222,0.8027777777777778,1.0,3.5553480614894135,2.175437479531501,5,5040,False,0.0,0.0,False,per_channel_int8,0.9456349206349206
100000000.0,CKT_0071,f64,0.7835529884344118,1.0,0.19722222222222222,0.8027777777777778,0.8786784271335013,3.5553480614894135,2.175437479531501,5,5040,True,9.0,0.1,False,,1.0
100000000.0,CKT_0071,f64,1.0,1.0,0.19722222222222222,0.8027777777777778,1.0,3.5553480614894135,2.175437479531501,5,5040,False,0.0,0.1,True,,0.9305555555555556
100000000.0,CKT_0071,f64,0.7835529884344118,1.0,0.19722222222222222,0.8027777777777778,0.8786784271335013,3.5553480614894135,2.175437479531501,5,5040,True,9.0,0.5,False,,1.0
100000000.0,CKT_0071,f64,1.0,1.0,0.02857142857142857,0.9714285714285714,1.0,3.5553480614894135,2.6324621601053457,5,5040,False,0.0,0.5,True,,0.883531746031746
100000000.0,CKT_0071,f64,0.7835529884344118,1.0,0.19722222222222222,0.8027777777777778,0.8786784271335013,3.5553480614894135,2.175437479531501,5,5040,True,9.0,0.9,False,,1.0
100000000.0,CKT_0071,f64,1.0,1.0,0.02857142857142857,0.9714285714285714,1.0,3.5553480614894135,2.6324621601053457,5,5040,False,0.0,0.9,True,,0.883531746031746
1000000.0,CKT_0071,f64,0.7835529884344118,1.0,0.21071428571428572,0.7892857142857143,0.8786784271335013,3.5553480614894135,2.1388755050855934,5,5040,True,9.0,0.0,False,,1.0
1000000.0,CKT_0071,f32,0.7835529884344117,1.0,0.21071428571428572,0.7892857142857143,0.8786784271335013,3.555348075768534,2.138875527856042,5,5040,True,9.0,0.0,False,,1.0
1000000.0,CKT_0071,bf16,0.9219676212658564,1.0,0.20932539682539683,0.7906746031746031,0.9594124192592077,3.55472416741184,2.140728446402681,5,5040,False,9.5,0.0,False,,0.9986111111111111
1000000.0,CKT_0071,f16,inf,0.07857142857142857,0.006547619047619048,0.07202380952380952,inf,2.4845440939457064,0.1308555921224729,5,5040,False,0.0,0.0,False,,0.7587301587301587
1000000.0,CKT_0071,f64,1.0,1.0,0.02857142857142857,0.9714285714285714,1.0,3.5553480614894135,2.6324621601053457,5,5040,False,0.0,0.0,False,per_tensor_int8,0.8700396825396826
1000000.0,CKT_0071,f64,1.0,1.0,0.21071428571428572,0.7892857142857143,1.0,3.5553480614894135,2.1388755050855934,5,5040,False,0.0,0.0,False,per_channel_int8,0.9456349206349206
1000000.0,CKT_0071,f64,0.7835529884344118,1.0,0.21071428571428572,0.7892857142857143,0.8786784271335013,3.5553480614894135,2.1388755050855934,5,5040,True,9.0,0.1,False,,1.0
1000000.0,CKT_0071,f64,0.9996323689047751,1.0,0.21071428571428572,0.7892857142857143,0.9998897076610305,3.5553480614894135,2.1388755050855934,5,5040,False,0.0,0.1,True,,0.9305555555555556
1000000.0,CKT_0071,f64,0.7835529884344118,1.0,0.21071428571428572,0.7892857142857143,0.8786784271335013,3.5553480614894135,2.1388755050855934,5,5040,True,9.0,0.5,False,,1.0
1000000.0,CKT_0071,f64,1.0,1.0,0.02857142857142857,0.9714285714285714,1.0,3.5553480614894135,2.6324621601053457,5,5040,False,0.0,0.5,True,,0.8700396825396826
1000000.0,CKT_0071,f64,0.7835529884344118,1.0,0.21071428571428572,0.7892857142857143,0.8786784271335013,3.5553480614894135,2.1388755050855934,5,5040,True,9.0,0.9,False,,1.0
1000000.0,CKT_0071,f64,1.0,1.0,0.02857142857142857,0.9714285714285714,1.0,3.5553480614894135,2.6324621601053457,5,5040,False,0.0,0.9,True,,0.8700396825396826
10000.0,CKT_0071,f64,0.7835529884344118,1.0,0.19722222222222222,0.8027777777777778,0.8786784271335013,3.5553480614894135,2.175437479531501,5,5040,True,9.0,0.0,False,,1.0
10000.0,CKT_0071,f32,0.7835529884344117,1.0,0.19722222222222222,0.8027777777777778,0.8786784271335013,3.555348075768534,2.175437502691188,5,5040,True,9.0,0.0,False,,1.0
10000.0,CKT_0071,bf16,0.9219676212658564,1.0,0.19603174603174603,0.803968253968254,0.9594124192592077,3.55472416741184,2.177165357669587,5,5040,False,9.5,0.0,False,,0.9988095238095238
10000.0,CKT_0071,f16,inf,0.09047619047619047,0.014285714285714285,0.07797619047619048,inf,2.4845440939457064,0.133743705374806,5,5040,False,0.0,0.0,False,,0.7740079365079365
10000.0,CKT_0071,f64,1.0,1.0,0.02857142857142857,0.9714285714285714,1.0,3.5553480614894135,2.6324621601053457,5,5040,False,0.0,0.0,False,per_tensor_int8,0.883531746031746
10000.0,CKT_0071,f64,1.0,1.0,0.19722222222222222,0.8027777777777778,1.0,3.5553480614894135,2.175437479531501,5,5040,False,0.0,0.0,False,per_channel_int8,0.9456349206349206
10000.0,CKT_0071,f64,0.7835529884344118,1.0,0.19722222222222222,0.8027777777777778,0.8786784271335013,3.5553480614894135,2.175437479531501,5,5040,True,9.0,0.1,False,,1.0
10000.0,CKT_0071,f64,1.0,1.0,0.19722222222222222,0.8027777777777778,1.0,3.5553480614894135,2.175437479531501,5,5040,False,0.0,0.1,True,,0.9305555555555556
10000.0,CKT_0071,f64,0.7835529884344118,1.0,0.19722222222222222,0.8027777777777778,0.8786784271335013,3.5553480614894135,2.175437479531501,5,5040,True,9.0,0.5,False,,1.0
10000.0,CKT_0071,f64,1.0,1.0,0.02857142857142857,0.9714285714285714,1.0,3.5553480614894135,2.6324621601053457,5,5040,False,0.0,0.5,True,,0.883531746031746
10000.0,CKT_0071,f64,0.7835529884344118,1.0,0.19722222222222222,0.8027777777777778,0.8786784271335013,3.5553480614894135,2.175437479531501,5,5040,True,9.0,0.9,False,,1.0
10000.0,CKT_0071,f64,1.0,1.0,0.02857142857142857,0.9714285714285714,1.0,3.5553480614894135,2.6324621601053457,5,5040,False,0.0,0.9,True,,0.883531746031746
10000000000.0,CKT_0055,f64,8.135853032407116e-18,1.0,0.1820408163265306,0.8179591836734694,3.3944373885108255e-17,3.891820298110628,2.4635182896979178,7,9800,True,0.2,0.0,False,,1.0
10000000000.0,CKT_0055,f32,7.821634624444677e-09,1.0,0.1820408163265306,0.8179591836734694,2.2762746957192595e-08,3.891820238859841,2.4635183107792806,7,9800,True,0.2,0.0,False,,1.0
10000000000.0,CKT_0055,bf16,0.03915606919218862,1.0,0.17622448979591837,0.8237755102040817,4.490579892347201,3.8886426457251124,2.469844541712286,7,9800,False,6.9,0.0,False,,0.9946938775510205
10000000000.0,CKT_0055,f16,inf,0.019591836734693877,0.004897959183673469,0.014693877551020407,inf,1.3862943611198906,0.01556585987890976,7,9800,False,0.0,0.0,False,,0.7203061224489796
10000000000.0,CKT_0055,f64,1.0,1.0,0.02040816326530612,0.9795918367346939,1.0,3.891820298110628,2.9503213050274475,7,9800,False,0.0,0.0,False,per_tensor_int8,0.891734693877551
10000000000.0,CKT_0055,f64,1.0,1.0,0.1820408163265306,0.8179591836734694,1.0,3.891820298110628,2.4635182896979178,7,9800,False,0.0,0.0,False,per_channel_int8,0.9313265306122449
10000000000.0,CKT_0055,f64,8.135853032407116e-18,1.0,0.1820408163265306,0.8179591836734694,3.3944373885108255e-17,3.891820298110628,2.4635182896979178,7,9800,True,0.2,0.1,False,,1.0
10000000000.0,CKT_0055,f64,1.0,1.0,0.1820408163265306,0.8179591836734694,1.0,3.891820298110628,2.4635182896979178,7,9800,False,0.0,0.1,True,,0.9186734693877551
10000000000.0,CKT_0055,f64,8.135853032407116e-18,1.0,0.1820408163265306,0.8179591836734694,3.3944373885108255e-17,3.891820298110628,2.4635182896979178,7,9800,True,0.2,0.5,False,,1.0
10000000000.0,CKT_0055,f64,1.0,1.0,0.02040816326530612,0.9795918367346939,1.0,3.891820298110628,2.9503213050274475,7,9800,False,0.0,0.5,True,,0.891734693877551
10000000000.0,CKT_0055,f64,8.135853032407116e-18,1.0,0.1820408163265306,0.8179591836734694,3.3944373885108255e-17,3.891820298110628,2.4635182896979178,7,9800,True,0.2,0.9,False,,1.0
10000000000.0,CKT_0055,f64,1.0,1.0,0.02040816326530612,0.9795918367346939,1.0,3.891820298110628,2.9503213050274475,7,9800,False,0.0,0.9,True,,0.891734693877551
100000000.0,CKT_0055,f64,8.135853032407116e-18,1.0,0.18693877551020407,0.8130612244897959,3.3944373885108255e-17,3.891820298110628,2.4487666831727806,7,9800,True,0.2,0.0,False,,1.0
100000000.0,CKT_0055,f32,7.821634624444677e-09,1.0,0.18693877551020407,0.8130612244897959,2.2762746957192595e-08,3.891820238859841,2.448766704127908,7,9800,True,0.2,0.0,False,,1.0
100000000.0,CKT_0055,bf16,0.07724531919802202,1.0,0.18142857142857144,0.8185714285714286,2.7325533921737697,3.8886426457251124,2.454949569000967,7,9800,False,4.75,0.0,False,,0.9948979591836735
100000000.0,CKT_0055,f16,inf,0.019183673469387756,0.004795918367346939,0.014387755102040817,inf,1.3862943611198906,0.015241571131432473,7,9800,False,0.0,0.0,False,,0.7189795918367347
100000000.0,CKT_0055,f64,1.0,1.0,0.02040816326530612,0.9795918367346939,1.0,3.891820298110628,2.9503213050274475,7,9800,False,0.0,0.0,False,per_tensor_int8,0.8868367346938776
100000000.0,CKT_0055,f64,1.0,1.0,0.18693877551020407,0.8130612244897959,1.0,3.891820298110628,2.4487666831727806,7,9800,False,0.0,0.0,False,per_channel_int8,0.9313265306122449
100000000.0,CKT_0055,f64,8.135853032407116e-18,1.0,0.18693877551020407,0.8130612244897959,3.3944373885108255e-17,3.891820298110628,2.4487666831727806,7,9800,True,0.2,0.1,False,,1.0
100000000.0,CKT_0055,f64,1.0,1.0,0.18693877551020407,0.8130612244897959,1.0,3.891820298110628,2.4487666831727806,7,9800,False,0.0,0.1,True,,0.9186734693877551
100000000.0,CKT_0055,f64,8.135853032407116e-18,1.0,0.18693877551020407,0.8130612244897959,3.3944373885108255e-17,3.891820298110628,2.4487666831727806,7,9800,True,0.2,0.5,False,,1.0
100000000.0,CKT_0055,f64,1.0,1.0,0.02040816326530612,0.9795918367346939,1.0,3.891820298110628,2.9503213050274475,7,9800,False,0.0,0.5,True,,0.8868367346938776
100000000.0,CKT_0055,f64,8.135853032407116e-18,1.0,0.18693877551020407,0.8130612244897959,3.3944373885108255e-17,3.891820298110628,2.4487666831727806,7,9800,True,0.2,0.9,False,,1.0
100000000.0,CKT_0055,f64,1.0,1.0,0.02040816326530612,0.9795918367346939,1.0,3.891820298110628,2.9503213050274475,7,9800,False,0.0,0.9,True,,0.8868367346938776
1000000.0,CKT_0055,f64,8.135853032407116e-18,1.0,0.18693877551020407,0.8130612244897959,3.3944373885108255e-17,3.891820298110628,2.4487666831727806,7,9800,True,0.2,0.0,False,,1.0
1000000.0,CKT_0055,f32,7.821634624444677e-09,1.0,0.18693877551020407,0.8130612244897959,2.2762746957192595e-08,3.891820238859841,2.448766704127908,7,9800,True,0.2,0.0,False,,1.0
1000000.0,CKT_0055,bf16,0.07724531919802202,1.0,0.18091836734693878,0.8190816326530612,2.7325533921737697,3.8886426457251124,2.4551366884722734,7,9800,False,5.2,0.0,False,,0.995
1000000.0,CKT_0055,f16,inf,0.019183673469387756,0.004795918367346939,0.014387755102040817,inf,1.3862943611198906,0.015241571131432473,7,9800,False,0.0,0.0,False,,0.7189795918367347
1000000.0,CKT_0055,f64,1.0,1.0,0.02040816326530612,0.9795918367346939,1.0,3.891820298110628,2.9503213050274475,7,9800,False,0.0,0.0,False,per_tensor_int8,0.8868367346938776
1000000.0,CKT_0055,f64,1.0,1.0,0.18693877551020407,0.8130612244897959,1.0,3.891820298110628,2.4487666831727806,7,9800,False,0.0,0.0,False,per_channel_int8,0.9313265306122449
1000000.0,CKT_0055,f64,8.135853032407116e-18,1.0,0.18693877551020407,0.8130612244897959,3.3944373885108255e-17,3.891820298110628,2.4487666831727806,7,9800,True,0.2,0.1,False,,1.0
1000000.0,CKT_0055,f64,1.0,1.0,0.18693877551020407,0.8130612244897959,1.0,3.891820298110628,2.4487666831727806,7,9800,False,0.0,0.1,True,,0.9186734693877551
1000000.0,CKT_0055,f64,8.135853032407116e-18,1.0,0.18693877551020407,0.8130612244897959,3.3944373885108255e-17,3.891820298110628,2.4487666831727806,7,9800,True,0.2,0.5,False,,1.0
1000000.0,CKT_0055,f64,1.0,1.0,0.02040816326530612,0.9795918367346939,1.0,3.891820298110628,2.9503213050274475,7,9800,False,0.0,0.5,True,,0.8868367346938776
1000000.0,CKT_0055,f64,8.135853032407116e-18,1.0,0.18693877551020407,0.8130612244897959,3.3944373885108255e-17,3.891820298110628,2.4487666831727806,7,9800,True,0.2,0.9,False,,1.0
1000000.0,CKT_0055,f64,1.0,1.0,0.02040816326530612,0.9795918367346939,1.0,3.891820298110628,2.9503213050274475,7,9800,False,0.0,0.9,True,,0.8868367346938776
