circuit_id,complexity,N,n_free,failure_mode,rho_M,norm_M_inf,det_IminusM,log_det_abs,mink_log,minkowski_holds,r_stall,r_stall_exceeds_tol,error
CKT_0080,Hard,17,12,PASS,0.9977843702115564,0.9999546156717218,0.00040445342021651803,-7.812973982072926,-8.317766166719343,False,550.8509423511363,True,
CKT_0081,Hard,17,11,PASS,0.9999872354575532,0.9999882354325242,2.6758507982153493e-08,-17.436413358765687,-7.6246189861593985,True,2125.0249999852763,True,
CKT_0082,Hard,17,12,PASS,0.9335074880770835,0.9975369258697275,0.03817393105360089,-3.265602429484914,-8.317766166719343,False,10.149917817225608,True,
CKT_0083,Hard,17,12,PASS,0.5952013167600653,0.9264705882352939,0.6417335147934292,-0.443582147455756,-8.317766166719343,False,0.3399999999999992,True,
CKT_0084,Hard,21,17,A_non_convergent,0.9975238832973636,1.0,0.00042835197235776407,-7.75556533501769,-11.78350206951907,False,inf,True,
CKT_0085,Hard,21,16,A_non_convergent,0.9993236384368862,1.0,7.228385009383725e-09,-18.745250199256542,-11.090354888959125,True,inf,True,
CKT_0086,Hard,25,19,A_non_convergent,0.9996620849263838,1.0000000000000002,1.644797401488072e-08,-17.92306352750949,-13.16979643063896,True,inf,True,
CKT_0087,Hard,25,20,A_non_convergent,0.9998139117752308,1.0000000000000002,1.8252691563564822e-09,-20.121538377851437,-13.862943611198906,True,inf,True,
CKT_0088,Hard,26,21,A_non_convergent,0.9991944060857396,1.0,7.172058754288177e-11,-23.358243275048906,-14.556090791758852,True,inf,True,
CKT_0089,Hard,17,11,B_simple,0.9877623316984013,1.0,0.005876335606909747,-5.136821907442793,-7.6246189861593985,False,inf,True,
CKT_0090,Hard,19,13,A_non_convergent,0.9973747779476831,1.0,7.322065034323572e-05,-9.522033068267984,-9.010913347279288,True,inf,True,
CKT_0091,Hard,17,12,B_compound,0.9773004992727323,1.0,0.008940785298416208,-4.717131852668355,-8.317766166719343,False,inf,True,
CKT_0092,Hard,19,13,B_simple,0.8916620618198391,1.0,0.14338179203533685,-1.942244332132679,-9.010913347279288,False,inf,True,
CKT_0093,Hard,17,13,A_non_convergent,0.9999373638285545,1.0,5.018092484467299e-08,-16.807630865634472,-9.010913347279288,True,inf,True,
CKT_0094,Hard,10,6,B_simple,0.7912468977011518,0.9348332069387111,0.24688293810401085,-1.3988409894983302,-4.1588830833596715,False,0.3836309694799263,True,
CKT_0095,Hard,11,5,PASS,0.9079651048816084,0.990091363960119,0.1722708379958941,-1.7586874011025675,-3.4657359027997265,False,2.5230515985629247,True,
CKT_0096,Hard,10,5,B_compound,0.9842894535417235,0.9981276788291298,0.02442597557129214,-3.7121081403446,-3.4657359027997265,True,13.352410039982887,True,
CKT_0097,Hard,11,7,PASS,0.73451797840717,0.9858600777753976,0.4503947332419067,-0.7976308957376665,-4.852030263919617,False,1.7680436711668717,True,
CKT_0098,Hard,10,4,B_simple,0.82995835572407,0.9088695885904631,0.3111691277637974,-1.1674186954427659,-2.772588722239781,False,0.2743321314292203,True,
CKT_0099,Hard,14,10,B_simple,0.9129586609318532,1.0,0.030776003464664657,-3.481020000955315,-6.931471805599453,False,inf,True,
CKT_0100,Hard,14,8,PASS,0.9723412694637287,0.999997564229245,0.007545289546188056,-4.8868318115956715,-5.545177444479562,False,10263.69166673801,True,
CKT_0101,Hard,14,9,B_compound,0.9813483303691066,0.9999999999999998,0.004289722422039803,-5.451533251622798,-6.238324625039508,False,112589990684262.4,True,
CKT_0102,Hard,14,8,PASS,0.40494967004632126,1.0,0.8330973666227555,-0.18260475694402528,-5.545177444479562,False,inf,True,
CKT_0103,Hard,14,8,PASS,0.9218220146067622,0.9850802164423549,0.09710311492844603,-2.33198182460675,-5.545177444479562,False,1.6756275252525117,True,
CKT_0104,Hard,22,18,PASS,0.8568983342555068,0.9880694143167027,0.07395876258735239,-2.6042476034394055,-12.476649250079015,False,2.0954545454545244,True,
CKT_0105,Hard,22,16,B_simple,0.7878807968975655,0.9953512571965026,0.2768055527202026,-1.2844399950344736,-11.090354888959125,False,5.37779805352791,True,
CKT_0106,Hard,22,17,PASS,0.8683531873945189,0.9999170757170622,0.16718188207801113,-1.7886729449804344,-11.78350206951907,False,301.4798454001891,True,
CKT_0107,Hard,31,27,A_non_convergent,0.9975290788883682,1.0000000000000002,6.796345447142434e-09,-18.806880803477657,-18.714973875118524,True,inf,True,
CKT_0108,Hard,31,27,A_non_convergent,0.9997949396467146,1.0000000000000002,1.6381964545299353e-13,-29.440010295072955,-18.714973875118524,True,inf,True,
CKT_0109,Hard,36,30,A_non_convergent,0.9999804813099279,1.0000000000000002,8.262350915617226e-18,-39.33482251237345,-20.79441541679836,True,inf,True,
CKT_0110,Hard,36,31,A_non_convergent,0.9999587311734252,1.0000000000000002,2.841056998844372e-17,-38.09977041527678,-21.487562597358306,True,inf,True,
CKT_0111,Hard,37,33,A_non_convergent,0.9993652837906415,1.0000000000000002,1.4362237544362226e-13,-29.57158893258238,-22.873856958478193,True,inf,True,
CKT_0112,Hard,23,19,B_compound,0.9998620247386784,1.0000000000000002,1.045864743908279e-07,-16.073251601603655,-13.16979643063896,True,inf,True,
CKT_0113,Hard,25,21,PASS,0.9999050616966967,1.0,4.225910577149351e-11,-23.887201264127945,-14.556090791758852,True,inf,True,
CKT_0114,Hard,23,17,PASS,0.9681197004990949,1.0,0.008647731409907704,-4.750458257186318,-11.78350206951907,False,inf,True,
CKT_0115,Hard,25,21,A_non_convergent,0.9974024832127688,1.0,1.0158117535644592e-09,-20.707577786881682,-14.556090791758852,True,inf,True,
CKT_0116,Hard,23,19,PASS,0.9969258833567763,1.0000000000000002,6.245353278494806e-05,-9.681087753177678,-13.16979643063896,False,inf,True,
CKT_0117,Hard,13,7,PASS,0.126208306307309,0.5299325629538034,0.970833814187019,-0.029599974476479694,-4.852030263919617,False,0.05318385837805457,True,
CKT_0118,Hard,14,8,PASS,0.3044349300350235,0.35472528702901757,0.8902808209222964,-0.11621833689862175,-5.545177444479562,False,0.03874318874963296,False,
CKT_0119,Hard,13,9,PASS,0.7664998640408558,0.9891455268249553,0.411600863123881,-0.8877011780276458,-6.238324625039508,False,2.303197916364741,True,
CKT_0120,Hard,14,9,PASS,0.6499696056350348,0.9998990164910008,0.5778476442034691,-0.5484450363995428,-6.238324625039508,False,247.56517423246285,True,
CKT_0121,Hard,13,8,PASS,0.4961177794195453,0.8636629754294772,0.7537714988250368,-0.28266600885988924,-5.545177444479562,False,0.18336911839430897,True,
CKT_0122,Hard,18,14,B_compound,0.9717578857085989,1.0000000000000002,0.0011443631544830978,-6.772906993668833,-9.704060527839234,False,inf,True,
CKT_0123,Hard,18,13,PASS,0.9826208595414476,1.0,0.0031606894920470727,-5.756965081498314,-9.010913347279288,False,inf,True,
CKT_0124,Hard,18,12,B_compound,0.9020329964992442,0.9985338986408845,0.01430356038517731,-4.247246794721723,-8.317766166719343,False,17.05202702702786,True,
CKT_0125,Hard,18,13,A_non_convergent,0.997947205921553,1.0,0.0007788005960873079,-7.157755519074499,-9.010913347279288,False,inf,True,
CKT_0126,Hard,18,13,B_compound,0.9951158524078878,1.0000000000000002,4.967839450410624e-05,-9.909940437606291,-9.010913347279288,True,inf,True,
CKT_0127,Hard,27,21,PASS,0.8927087784860909,0.9998808677292046,0.04907667788614878,-3.014371349161624,-14.556090791758852,False,209.85078042316354,True,
CKT_0128,Hard,27,21,PASS,0.9997145932422834,0.9999978055882125,1.2736536472359682e-07,-15.876205993221788,-14.556090791758852,True,11392.574603528254,True,
CKT_0129,Hard,43,37,A_non_convergent,0.999629629736569,1.0000000000000002,4.693818281993942e-13,-28.387359825069296,-25.646445680717974,True,inf,True,
CKT_0130,Hard,43,38,A_non_convergent,0.9996533538755279,1.0000000000000002,4.102718552533283e-18,-40.03488185831729,-26.33959286127792,True,inf,True,
CKT_0131,Hard,49,43,A_non_convergent,0.9991228186582407,1.0000000000000002,2.406975115670598e-15,-33.66040557448035,-29.805328764077647,True,inf,True,
CKT_0132,Hard,49,44,A_non_convergent,0.9999318558980728,1.0000000000000002,5.946951138992829e-20,-44.26882318526675,-30.498475944637594,True,inf,True,
CKT_0133,Hard,50,44,A_non_convergent,0.9999766407871643,1.0000000000000002,1.3001957149941931e-21,-48.09177214974345,-30.498475944637594,True,inf,True,
CKT_0134,Hard,29,24,B_compound,0.9970812435705394,1.0000000000000002,7.154327253246607e-07,-14.150378267073984,-16.635532333438686,False,inf,True,
CKT_0135,Hard,31,25,PASS,0.9993948690038814,1.0000000000000002,1.4252535870576249e-08,-18.0663309902341,-17.328679513998633,True,inf,True,
CKT_0136,Hard,29,24,A_non_convergent,0.999644187398938,1.0,3.5252169041470573e-10,-21.765908962477944,-16.635532333438686,True,inf,True,
CKT_0137,Hard,31,25,B_compound,0.9996617216750612,1.0,3.896028603178566e-11,-23.968478295502887,-17.328679513998633,True,inf,True,
CKT_0138,Hard,29,23,A_non_convergent,0.9995800793569481,1.0000000000000002,1.3667946257068346e-07,-15.805627341733071,-15.942385152878742,False,inf,True,
CKT_0139,Hard,15,10,PASS,0.9273763640266605,0.9828598825362579,0.1402083993061848,-1.9646253967169118,-6.931471805599453,False,1.4585664335664292,True,
CKT_0140,Hard,16,10,PASS,0.6735635504925712,0.998984194005281,0.5231718948527193,-0.6478451980711453,-6.931471805599453,False,24.610998684760478,True,
CKT_0141,Hard,15,9,PASS,0.9903994061756369,0.9927332559944151,0.0034751828215861045,-5.6621081908208915,-6.238324625039508,False,3.440330357142904,True,
CKT_0142,Hard,16,10,PASS,0.8243295458276559,0.993840909214675,0.25496363692269747,-1.366634344295248,-6.931471805599453,False,4.059040671971686,True,
CKT_0143,Hard,15,9,PASS,0.8592514644196512,0.9987479998382476,0.23749471453545912,-1.4376099103426188,-6.238324625039508,False,19.968048538434363,True,
CKT_0144,Hard,22,17,B_simple,0.9900246318084998,1.0000000000000002,3.0117941084171865e-06,-12.712974607462288,-11.78350206951907,True,inf,True,
CKT_0145,Hard,22,16,PASS,0.9974685688436573,1.0000000000000002,7.520017462881297e-07,-14.100527190807606,-11.090354888959125,True,inf,True,
CKT_0146,Hard,22,17,B_compound,0.9714001818016158,1.0,0.00024931945595883586,-8.296775528125973,-11.78350206951907,False,inf,True,
CKT_0147,Hard,22,17,B_compound,0.9899522871497606,1.0,0.0011454520854432995,-6.771955885454247,-11.78350206951907,False,inf,True,
CKT_0148,Hard,22,17,PASS,0.9926536696152786,1.0,0.00032795703766599823,-8.022627940884732,-11.78350206951907,False,inf,True,
CKT_0149,Hard,10,6,PASS,0.9109313355891469,0.9997868955760806,0.16979253986119022,-1.7731779409275912,-4.1588830833596715,False,117.31337876614528,True,
CKT_0150,Hard,10,5,PASS,0.7833670681966537,0.9982901580042667,0.3863360364649797,-0.9510477274454657,-3.4657359027997265,False,14.621234045241692,True,
CKT_0151,Hard,14,9,PASS,0.9346288722332339,1.0,0.022291434033353083,-3.803552798375495,-6.238324625039508,False,inf,True,
CKT_0152,Hard,14,8,A_non_convergent,0.9960682408900644,1.0,0.007604802328517929,-4.8789753459140215,-5.545177444479562,False,inf,True,
CKT_0153,Hard,18,13,PASS,0.6625931623292914,1.0,0.2462565970802803,-1.401381209115062,-9.010913347279288,False,inf,True,
CKT_0154,Hard,22,16,B_compound,0.9557840471130761,1.0,0.00017335769497709582,-8.660153496988064,-11.090354888959125,False,inf,True,
