circuit_id,setting,N,n_free,pred_v,truth_v,abs_error_v,delta_vs_float64,pass_50mv,pass_75mv,build_status,run_status,run_time_s,error
CKT_0038,float64,,2,2.800000,2.7845,0.015500,0.000000,PASS,PASS,,PASS,0.02,
CKT_0038,int16,,2,0.000000,2.7845,2.784500,2.800000,FAIL,FAIL,,FAIL,0.02,
CKT_0038,int8,,2,0.000000,2.7845,2.784500,2.800000,FAIL,FAIL,,FAIL,0.02,
CKT_0038,int4,,2,0.000000,2.7845,2.784500,2.800000,FAIL,FAIL,,FAIL,0.02,
CKT_0038,prune10,,2,2.800000,2.7845,0.015500,0.000000,PASS,PASS,,PASS,0.02,
CKT_0038,prune50,,2,2.800000,2.7845,0.015500,0.000000,PASS,PASS,,PASS,0.02,
CKT_0038,prune90,,2,2.800000,2.7845,0.015500,0.000000,PASS,PASS,,PASS,0.02,
CKT_0039,float64,,2,18.150000,18.2062,0.056200,0.000000,FAIL,PASS,,FAIL,0.02,
CKT_0039,int16,,2,0.000000,18.2062,18.206200,18.150000,FAIL,FAIL,,FAIL,0.02,
CKT_0039,int8,,2,0.000000,18.2062,18.206200,18.150000,FAIL,FAIL,,FAIL,0.02,
CKT_0039,int4,,2,0.000000,18.2062,18.206200,18.150000,FAIL,FAIL,,FAIL,0.02,
CKT_0039,prune10,,2,18.150000,18.2062,0.056200,0.000000,FAIL,PASS,,FAIL,0.02,
CKT_0039,prune50,,2,18.150000,18.2062,0.056200,0.000000,FAIL,PASS,,FAIL,0.02,
CKT_0039,prune90,,2,18.150000,18.2062,0.056200,0.000000,FAIL,PASS,,FAIL,0.02,
CKT_0040,float64,,2,3.250000,3.2548,0.004800,0.000000,PASS,PASS,,PASS,0.02,
CKT_0040,int16,,2,0.000000,3.2548,3.254800,3.250000,FAIL,FAIL,,FAIL,0.02,
CKT_0040,int8,,2,0.000000,3.2548,3.254800,3.250000,FAIL,FAIL,,FAIL,0.02,
CKT_0040,int4,,2,0.000000,3.2548,3.254800,3.250000,FAIL,FAIL,,FAIL,0.02,
CKT_0040,prune10,,2,3.250000,3.2548,0.004800,0.000000,PASS,PASS,,PASS,0.02,
CKT_0040,prune50,,2,3.250000,3.2548,0.004800,0.000000,PASS,PASS,,PASS,0.02,
CKT_0040,prune90,,2,3.250000,3.2548,0.004800,0.000000,PASS,PASS,,PASS,0.02,
CKT_0041,float64,,2,4.650000,4.6532,0.003200,0.000000,PASS,PASS,,PASS,0.02,
CKT_0041,int16,,2,0.000000,4.6532,4.653200,4.650000,FAIL,FAIL,,FAIL,0.02,
CKT_0041,int8,,2,0.000000,4.6532,4.653200,4.650000,FAIL,FAIL,,FAIL,0.02,
CKT_0041,int4,,2,0.000000,4.6532,4.653200,4.650000,FAIL,FAIL,,FAIL,0.02,
CKT_0041,prune10,,2,4.650000,4.6532,0.003200,0.000000,PASS,PASS,,PASS,0.02,
CKT_0041,prune50,,2,4.650000,4.6532,0.003200,0.000000,PASS,PASS,,PASS,0.02,
CKT_0041,prune90,,2,4.650000,4.6532,0.003200,0.000000,PASS,PASS,,PASS,0.02,
CKT_0042,float64,,4,0.050000,0.0603,0.010300,0.000000,PASS,PASS,,PASS,0.03,
CKT_0042,int16,,4,0.000000,0.0603,0.060300,0.050000,FAIL,PASS,,FAIL,0.03,
CKT_0042,int8,,4,0.000000,0.0603,0.060300,0.050000,FAIL,PASS,,FAIL,0.03,
CKT_0042,int4,,4,0.000000,0.0603,0.060300,0.050000,FAIL,PASS,,FAIL,0.03,
CKT_0042,prune10,,4,0.050000,0.0603,0.010300,0.000000,PASS,PASS,,PASS,0.03,
CKT_0042,prune50,,4,0.050000,0.0603,0.010300,0.000000,PASS,PASS,,PASS,0.03,
CKT_0042,prune90,,4,0.050000,0.0603,0.010300,0.000000,PASS,PASS,,PASS,0.03,
CKT_0043,float64,,4,7.700000,7.6841,0.015900,0.000000,PASS,PASS,,PASS,0.03,
CKT_0043,int16,,4,0.000000,7.6841,7.684100,7.700000,FAIL,FAIL,,FAIL,0.03,
CKT_0043,int8,,4,0.000000,7.6841,7.684100,7.700000,FAIL,FAIL,,FAIL,0.03,
CKT_0043,int4,,4,0.000000,7.6841,7.684100,7.700000,FAIL,FAIL,,FAIL,0.03,
CKT_0043,prune10,,4,7.700000,7.6841,0.015900,0.000000,PASS,PASS,,PASS,0.03,
CKT_0043,prune50,,4,7.700000,7.6841,0.015900,0.000000,PASS,PASS,,PASS,0.03,
CKT_0043,prune90,,4,7.700000,7.6841,0.015900,0.000000,PASS,PASS,,PASS,0.03,
CKT_0044,float64,,4,0.100000,0.0798,0.020200,0.000000,PASS,PASS,,PASS,0.03,
CKT_0044,int16,,4,0.000000,0.0798,0.079800,0.100000,FAIL,FAIL,,FAIL,0.03,
CKT_0044,int8,,4,0.000000,0.0798,0.079800,0.100000,FAIL,FAIL,,FAIL,0.03,
CKT_0044,int4,,4,0.000000,0.0798,0.079800,0.100000,FAIL,FAIL,,FAIL,0.03,
CKT_0044,prune10,,4,0.100000,0.0798,0.020200,0.000000,PASS,PASS,,PASS,0.03,
CKT_0044,prune50,,4,0.100000,0.0798,0.020200,0.000000,PASS,PASS,,PASS,0.03,
CKT_0044,prune90,,4,0.100000,0.0798,0.020200,0.000000,PASS,PASS,,PASS,0.03,
CKT_0045,float64,,4,3.000000,3.0000,0.000000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0045,int16,,4,0.000000,3.0000,3.000000,3.000000,FAIL,FAIL,,FAIL,0.03,
CKT_0045,int8,,4,0.000000,3.0000,3.000000,3.000000,FAIL,FAIL,,FAIL,0.03,
CKT_0045,int4,,4,0.000000,3.0000,3.000000,3.000000,FAIL,FAIL,,FAIL,0.03,
CKT_0045,prune10,,4,3.000000,3.0000,0.000000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0045,prune50,,4,3.000000,3.0000,0.000000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0045,prune90,,4,3.000000,3.0000,0.000000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0046,float64,,4,0.050000,0.0352,0.014800,0.000000,PASS,PASS,,PASS,0.03,
CKT_0046,int16,,4,0.000000,0.0352,0.035200,0.050000,PASS,PASS,,PASS,0.03,
CKT_0046,int8,,4,0.000000,0.0352,0.035200,0.050000,PASS,PASS,,PASS,0.03,
CKT_0046,int4,,4,0.000000,0.0352,0.035200,0.050000,PASS,PASS,,PASS,0.03,
CKT_0046,prune10,,4,0.050000,0.0352,0.014800,0.000000,PASS,PASS,,PASS,0.03,
CKT_0046,prune50,,4,0.050000,0.0352,0.014800,0.000000,PASS,PASS,,PASS,0.03,
CKT_0046,prune90,,4,0.050000,0.0352,0.014800,0.000000,PASS,PASS,,PASS,0.03,
CKT_0047,float64,,4,3.250000,3.2289,0.021100,0.000000,PASS,PASS,,PASS,0.03,
CKT_0047,int16,,4,0.000000,3.2289,3.228900,3.250000,FAIL,FAIL,,FAIL,0.03,
CKT_0047,int8,,4,0.000000,3.2289,3.228900,3.250000,FAIL,FAIL,,FAIL,0.03,
CKT_0047,int4,,4,0.000000,3.2289,3.228900,3.250000,FAIL,FAIL,,FAIL,0.03,
CKT_0047,prune10,,4,3.250000,3.2289,0.021100,0.000000,PASS,PASS,,PASS,0.03,
CKT_0047,prune50,,4,3.250000,3.2289,0.021100,0.000000,PASS,PASS,,PASS,0.03,
CKT_0047,prune90,,4,3.250000,3.2289,0.021100,0.000000,PASS,PASS,,PASS,0.03,
CKT_0048,float64,,4,1.500000,1.5197,0.019700,0.000000,PASS,PASS,,PASS,0.03,
CKT_0048,int16,,4,0.000000,1.5197,1.519700,1.500000,FAIL,FAIL,,FAIL,0.03,
CKT_0048,int8,,4,0.000000,1.5197,1.519700,1.500000,FAIL,FAIL,,FAIL,0.03,
CKT_0048,int4,,4,0.000000,1.5197,1.519700,1.500000,FAIL,FAIL,,FAIL,0.03,
CKT_0048,prune10,,4,1.500000,1.5197,0.019700,0.000000,PASS,PASS,,PASS,0.03,
CKT_0048,prune50,,4,1.500000,1.5197,0.019700,0.000000,PASS,PASS,,PASS,0.03,
CKT_0048,prune90,,4,1.500000,1.5197,0.019700,0.000000,PASS,PASS,,PASS,0.03,
CKT_0049,float64,,4,0.950000,0.9619,0.011900,0.000000,PASS,PASS,,PASS,0.03,
CKT_0049,int16,,4,0.000000,0.9619,0.961900,0.950000,FAIL,FAIL,,FAIL,0.03,
CKT_0049,int8,,4,0.000000,0.9619,0.961900,0.950000,FAIL,FAIL,,FAIL,0.03,
CKT_0049,int4,,4,0.000000,0.9619,0.961900,0.950000,FAIL,FAIL,,FAIL,0.03,
CKT_0049,prune10,,4,0.950000,0.9619,0.011900,0.000000,PASS,PASS,,PASS,0.03,
CKT_0049,prune50,,4,0.950000,0.9619,0.011900,0.000000,PASS,PASS,,PASS,0.03,
CKT_0049,prune90,,4,0.950000,0.9619,0.011900,0.000000,PASS,PASS,,PASS,0.03,
CKT_0050,float64,,2,1.800000,1.7820,0.018000,0.000000,PASS,PASS,,PASS,0.02,
CKT_0050,int16,,2,0.000000,1.7820,1.782000,1.800000,FAIL,FAIL,,FAIL,0.02,
CKT_0050,int8,,2,0.000000,1.7820,1.782000,1.800000,FAIL,FAIL,,FAIL,0.02,
CKT_0050,int4,,2,0.000000,1.7820,1.782000,1.800000,FAIL,FAIL,,FAIL,0.02,
CKT_0050,prune10,,2,1.800000,1.7820,0.018000,0.000000,PASS,PASS,,PASS,0.02,
CKT_0050,prune50,,2,1.800000,1.7820,0.018000,0.000000,PASS,PASS,,PASS,0.02,
CKT_0050,prune90,,2,1.800000,1.7820,0.018000,0.000000,PASS,PASS,,PASS,0.02,
CKT_0051,float64,,2,2.000000,2.0162,0.016200,0.000000,PASS,PASS,,PASS,0.02,
CKT_0051,int16,,2,0.000000,2.0162,2.016200,2.000000,FAIL,FAIL,,FAIL,0.02,
CKT_0051,int8,,2,0.000000,2.0162,2.016200,2.000000,FAIL,FAIL,,FAIL,0.02,
CKT_0051,int4,,2,0.000000,2.0162,2.016200,2.000000,FAIL,FAIL,,FAIL,0.02,
CKT_0051,prune10,,2,2.000000,2.0162,0.016200,0.000000,PASS,PASS,,PASS,0.02,
CKT_0051,prune50,,2,2.000000,2.0162,0.016200,0.000000,PASS,PASS,,PASS,0.02,
CKT_0051,prune90,,2,2.000000,2.0162,0.016200,0.000000,PASS,PASS,,PASS,0.02,
CKT_0052,float64,,2,1.400000,1.4137,0.013700,0.000000,PASS,PASS,,PASS,0.02,
CKT_0052,int16,,2,0.000000,1.4137,1.413700,1.400000,FAIL,FAIL,,FAIL,0.02,
CKT_0052,int8,,2,0.000000,1.4137,1.413700,1.400000,FAIL,FAIL,,FAIL,0.02,
CKT_0052,int4,,2,0.000000,1.4137,1.413700,1.400000,FAIL,FAIL,,FAIL,0.02,
CKT_0052,prune10,,2,1.400000,1.4137,0.013700,0.000000,PASS,PASS,,PASS,0.02,
CKT_0052,prune50,,2,1.400000,1.4137,0.013700,0.000000,PASS,PASS,,PASS,0.02,
CKT_0052,prune90,,2,1.400000,1.4137,0.013700,0.000000,PASS,PASS,,PASS,0.02,
CKT_0053,float64,,2,1.300000,1.2977,0.002300,0.000000,PASS,PASS,,PASS,0.02,
CKT_0053,int16,,2,0.000000,1.2977,1.297700,1.300000,FAIL,FAIL,,FAIL,0.02,
CKT_0053,int8,,2,0.000000,1.2977,1.297700,1.300000,FAIL,FAIL,,FAIL,0.02,
CKT_0053,int4,,2,0.000000,1.2977,1.297700,1.300000,FAIL,FAIL,,FAIL,0.02,
CKT_0053,prune10,,2,1.300000,1.2977,0.002300,0.000000,PASS,PASS,,PASS,0.02,
CKT_0053,prune50,,2,1.300000,1.2977,0.002300,0.000000,PASS,PASS,,PASS,0.02,
CKT_0053,prune90,,2,1.300000,1.2977,0.002300,0.000000,PASS,PASS,,PASS,0.02,
CKT_0054,float64,,2,2.200000,2.1968,0.003200,0.000000,PASS,PASS,,PASS,0.02,
CKT_0054,int16,,2,0.000000,2.1968,2.196800,2.200000,FAIL,FAIL,,FAIL,0.02,
CKT_0054,int8,,2,0.000000,2.1968,2.196800,2.200000,FAIL,FAIL,,FAIL,0.02,
CKT_0054,int4,,2,0.000000,2.1968,2.196800,2.200000,FAIL,FAIL,,FAIL,0.02,
CKT_0054,prune10,,2,2.200000,2.1968,0.003200,0.000000,PASS,PASS,,PASS,0.02,
CKT_0054,prune50,,2,2.200000,2.1968,0.003200,0.000000,PASS,PASS,,PASS,0.02,
CKT_0054,prune90,,2,2.200000,2.1968,0.003200,0.000000,PASS,PASS,,PASS,0.02,
CKT_0055,float64,,7,0.200000,0.2155,0.015500,0.000000,PASS,PASS,,PASS,0.05,
CKT_0055,int16,,7,0.000000,0.2155,0.215500,0.200000,FAIL,FAIL,,FAIL,0.05,
CKT_0055,int8,,7,0.000000,0.2155,0.215500,0.200000,FAIL,FAIL,,FAIL,0.05,
CKT_0055,int4,,7,0.000000,0.2155,0.215500,0.200000,FAIL,FAIL,,FAIL,0.05,
CKT_0055,prune10,,7,0.200000,0.2155,0.015500,0.000000,PASS,PASS,,PASS,0.05,
CKT_0055,prune50,,7,0.200000,0.2155,0.015500,0.000000,PASS,PASS,,PASS,0.05,
CKT_0055,prune90,,7,0.200000,0.2155,0.015500,0.000000,PASS,PASS,,PASS,0.05,
CKT_0056,float64,,8,12.000000,12.0000,0.000000,0.000000,PASS,PASS,,PASS,0.06,
CKT_0056,int16,,8,0.000000,12.0000,12.000000,12.000000,FAIL,FAIL,,FAIL,0.06,
CKT_0056,int8,,8,0.000000,12.0000,12.000000,12.000000,FAIL,FAIL,,FAIL,0.06,
CKT_0056,int4,,8,0.000000,12.0000,12.000000,12.000000,FAIL,FAIL,,FAIL,0.06,
CKT_0056,prune10,,8,12.000000,12.0000,0.000000,0.000000,PASS,PASS,,PASS,0.06,
CKT_0056,prune50,,8,12.000000,12.0000,0.000000,0.000000,PASS,PASS,,PASS,0.06,
CKT_0056,prune90,,8,12.000000,12.0000,0.000000,0.000000,PASS,PASS,,PASS,0.06,
CKT_0057,float64,,7,7.550000,7.5670,0.017000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0057,int16,,7,0.000000,7.5670,7.567000,7.550000,FAIL,FAIL,,FAIL,0.05,
CKT_0057,int8,,7,0.000000,7.5670,7.567000,7.550000,FAIL,FAIL,,FAIL,0.05,
CKT_0057,int4,,7,0.000000,7.5670,7.567000,7.550000,FAIL,FAIL,,FAIL,0.05,
CKT_0057,prune10,,7,7.550000,7.5670,0.017000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0057,prune50,,7,7.550000,7.5670,0.017000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0057,prune90,,7,7.550000,7.5670,0.017000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0058,float64,,8,3.300000,3.3000,0.000000,0.000000,PASS,PASS,,PASS,0.06,
CKT_0058,int16,,8,0.000000,3.3000,3.300000,3.300000,FAIL,FAIL,,FAIL,0.06,
CKT_0058,int8,,8,0.000000,3.3000,3.300000,3.300000,FAIL,FAIL,,FAIL,0.06,
CKT_0058,int4,,8,0.000000,3.3000,3.300000,3.300000,FAIL,FAIL,,FAIL,0.06,
CKT_0058,prune10,,8,3.300000,3.3000,0.000000,0.000000,PASS,PASS,,PASS,0.06,
CKT_0058,prune50,,8,3.300000,3.3000,0.000000,0.000000,PASS,PASS,,PASS,0.06,
CKT_0058,prune90,,8,3.300000,3.3000,0.000000,0.000000,PASS,PASS,,PASS,0.06,
CKT_0059,float64,,7,0.050000,0.0660,0.016000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0059,int16,,7,0.000000,0.0660,0.066000,0.050000,FAIL,PASS,,FAIL,0.05,
CKT_0059,int8,,7,0.000000,0.0660,0.066000,0.050000,FAIL,PASS,,FAIL,0.05,
CKT_0059,int4,,7,0.000000,0.0660,0.066000,0.050000,FAIL,PASS,,FAIL,0.05,
CKT_0059,prune10,,7,0.050000,0.0660,0.016000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0059,prune50,,7,0.050000,0.0660,0.016000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0059,prune90,,7,0.050000,0.0660,0.016000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0060,float64,,8,17.100000,17.1311,0.031100,0.000000,PASS,PASS,,PASS,0.06,
CKT_0060,int16,,8,0.000000,17.1311,17.131100,17.100000,FAIL,FAIL,,FAIL,0.06,
CKT_0060,int8,,8,0.000000,17.1311,17.131100,17.100000,FAIL,FAIL,,FAIL,0.06,
CKT_0060,int4,,8,0.000000,17.1311,17.131100,17.100000,FAIL,FAIL,,FAIL,0.06,
CKT_0060,prune10,,8,17.100000,17.1311,0.031100,0.000000,PASS,PASS,,PASS,0.06,
CKT_0060,prune50,,8,17.100000,17.1311,0.031100,0.000000,PASS,PASS,,PASS,0.06,
CKT_0060,prune90,,8,17.100000,17.1311,0.031100,0.000000,PASS,PASS,,PASS,0.06,
CKT_0061,float64,,10,11.400000,11.4013,0.001300,0.000000,PASS,PASS,,PASS,0.07,
CKT_0061,int16,,10,0.000000,11.4013,11.401300,11.400000,FAIL,FAIL,,FAIL,0.07,
CKT_0061,int8,,10,0.000000,11.4013,11.401300,11.400000,FAIL,FAIL,,FAIL,0.07,
CKT_0061,int4,,10,0.000000,11.4013,11.401300,11.400000,FAIL,FAIL,,FAIL,0.07,
CKT_0061,prune10,,10,11.400000,11.4013,0.001300,0.000000,PASS,PASS,,PASS,0.07,
CKT_0061,prune50,,10,11.400000,11.4013,0.001300,0.000000,PASS,PASS,,PASS,0.07,
CKT_0061,prune90,,10,11.400000,11.4013,0.001300,0.000000,PASS,PASS,,PASS,0.07,
CKT_0062,float64,,11,5.000000,5.0088,0.008800,0.000000,PASS,PASS,,PASS,0.09,
CKT_0062,int16,,11,0.000000,5.0088,5.008800,5.000000,FAIL,FAIL,,FAIL,0.08,
CKT_0062,int8,,11,0.000000,5.0088,5.008800,5.000000,FAIL,FAIL,,FAIL,0.09,
CKT_0062,int4,,11,0.000000,5.0088,5.008800,5.000000,FAIL,FAIL,,FAIL,0.08,
CKT_0062,prune10,,11,5.000000,5.0088,0.008800,0.000000,PASS,PASS,,PASS,0.08,
CKT_0062,prune50,,11,5.000000,5.0088,0.008800,0.000000,PASS,PASS,,PASS,0.08,
CKT_0062,prune90,,11,5.000000,5.0088,0.008800,0.000000,PASS,PASS,,PASS,0.08,
CKT_0063,float64,,12,0.250000,0.2298,0.020200,0.000000,PASS,PASS,,PASS,0.09,
CKT_0063,int16,,12,0.000000,0.2298,0.229800,0.250000,FAIL,FAIL,,FAIL,0.09,
CKT_0063,int8,,12,0.000000,0.2298,0.229800,0.250000,FAIL,FAIL,,FAIL,0.09,
CKT_0063,int4,,12,0.000000,0.2298,0.229800,0.250000,FAIL,FAIL,,FAIL,0.09,
CKT_0063,prune10,,12,0.250000,0.2298,0.020200,0.000000,PASS,PASS,,PASS,0.09,
CKT_0063,prune50,,12,0.250000,0.2298,0.020200,0.000000,PASS,PASS,,PASS,0.09,
CKT_0063,prune90,,12,0.250000,0.2298,0.020200,0.000000,PASS,PASS,,PASS,0.09,
CKT_0064,float64,,14,9.000000,8.9905,0.009500,0.000000,PASS,PASS,,PASS,0.11,
CKT_0064,int16,,14,0.000000,8.9905,8.990500,9.000000,FAIL,FAIL,,FAIL,0.11,
CKT_0064,int8,,14,0.000000,8.9905,8.990500,9.000000,FAIL,FAIL,,FAIL,0.11,
CKT_0064,int4,,14,0.000000,8.9905,8.990500,9.000000,FAIL,FAIL,,FAIL,0.11,
CKT_0064,prune10,,14,9.000000,8.9905,0.009500,0.000000,PASS,PASS,,PASS,0.11,
CKT_0064,prune50,,14,9.000000,8.9905,0.009500,0.000000,PASS,PASS,,PASS,0.11,
CKT_0064,prune90,,14,9.000000,8.9905,0.009500,0.000000,PASS,PASS,,PASS,0.11,
CKT_0065,float64,,6,10.200000,10.1916,0.008400,0.000000,PASS,PASS,,PASS,0.05,
CKT_0065,int16,,6,0.000000,10.1916,10.191600,10.200000,FAIL,FAIL,,FAIL,0.05,
CKT_0065,int8,,6,0.000000,10.1916,10.191600,10.200000,FAIL,FAIL,,FAIL,0.05,
CKT_0065,int4,,6,0.000000,10.1916,10.191600,10.200000,FAIL,FAIL,,FAIL,0.05,
CKT_0065,prune10,,6,10.200000,10.1916,0.008400,0.000000,PASS,PASS,,PASS,0.05,
CKT_0065,prune50,,6,10.200000,10.1916,0.008400,0.000000,PASS,PASS,,PASS,0.05,
CKT_0065,prune90,,6,10.200000,10.1916,0.008400,0.000000,PASS,PASS,,PASS,0.04,
CKT_0066,float64,,8,12.400000,12.4153,0.015300,0.000000,PASS,PASS,,PASS,0.06,
CKT_0066,int16,,8,0.000000,12.4153,12.415300,12.400000,FAIL,FAIL,,FAIL,0.06,
CKT_0066,int8,,8,0.000000,12.4153,12.415300,12.400000,FAIL,FAIL,,FAIL,0.06,
CKT_0066,int4,,8,0.000000,12.4153,12.415300,12.400000,FAIL,FAIL,,FAIL,0.06,
CKT_0066,prune10,,8,12.400000,12.4153,0.015300,0.000000,PASS,PASS,,PASS,0.06,
CKT_0066,prune50,,8,12.400000,12.4153,0.015300,0.000000,PASS,PASS,,PASS,0.06,
CKT_0066,prune90,,8,12.400000,12.4153,0.015300,0.000000,PASS,PASS,,PASS,0.06,
CKT_0067,float64,,6,21.200000,21.2617,0.061700,0.000000,FAIL,PASS,,FAIL,0.05,
CKT_0067,int16,,6,0.000000,21.2617,21.261700,21.200000,FAIL,FAIL,,FAIL,0.05,
CKT_0067,int8,,6,0.000000,21.2617,21.261700,21.200000,FAIL,FAIL,,FAIL,0.05,
CKT_0067,int4,,6,0.000000,21.2617,21.261700,21.200000,FAIL,FAIL,,FAIL,0.05,
CKT_0067,prune10,,6,21.200000,21.2617,0.061700,0.000000,FAIL,PASS,,FAIL,0.05,
CKT_0067,prune50,,6,21.200000,21.2617,0.061700,0.000000,FAIL,PASS,,FAIL,0.04,
CKT_0067,prune90,,6,21.200000,21.2617,0.061700,0.000000,FAIL,PASS,,FAIL,0.04,
CKT_0068,float64,,8,23.950000,24.0000,0.050000,0.000000,FAIL,PASS,,FAIL,0.06,
CKT_0068,int16,,8,0.000000,24.0000,24.000000,23.950000,FAIL,FAIL,,FAIL,0.06,
CKT_0068,int8,,8,0.000000,24.0000,24.000000,23.950000,FAIL,FAIL,,FAIL,0.06,
CKT_0068,int4,,8,0.000000,24.0000,24.000000,23.950000,FAIL,FAIL,,FAIL,0.06,
CKT_0068,prune10,,8,23.950000,24.0000,0.050000,0.000000,FAIL,PASS,,FAIL,0.06,
CKT_0068,prune50,,8,23.950000,24.0000,0.050000,0.000000,FAIL,PASS,,FAIL,0.06,
CKT_0068,prune90,,8,23.950000,24.0000,0.050000,0.000000,FAIL,PASS,,FAIL,0.06,
CKT_0069,float64,,7,6.700000,6.7311,0.031100,0.000000,PASS,PASS,,PASS,0.05,
CKT_0069,int16,,7,0.000000,6.7311,6.731100,6.700000,FAIL,FAIL,,FAIL,0.05,
CKT_0069,int8,,7,0.000000,6.7311,6.731100,6.700000,FAIL,FAIL,,FAIL,0.05,
CKT_0069,int4,,7,0.000000,6.7311,6.731100,6.700000,FAIL,FAIL,,FAIL,0.05,
CKT_0069,prune10,,7,6.700000,6.7311,0.031100,0.000000,PASS,PASS,,PASS,0.05,
CKT_0069,prune50,,7,6.700000,6.7311,0.031100,0.000000,PASS,PASS,,PASS,0.05,
CKT_0069,prune90,,7,6.700000,6.7311,0.031100,0.000000,PASS,PASS,,PASS,0.05,
CKT_0070,float64,,4,0.000000,0.0221,0.022100,0.000000,PASS,PASS,,PASS,0.03,
CKT_0070,int16,,4,0.000000,0.0221,0.022100,0.000000,PASS,PASS,,PASS,0.03,
CKT_0070,int8,,4,0.000000,0.0221,0.022100,0.000000,PASS,PASS,,PASS,0.03,
CKT_0070,int4,,4,0.000000,0.0221,0.022100,0.000000,PASS,PASS,,PASS,0.03,
CKT_0070,prune10,,4,0.000000,0.0221,0.022100,0.000000,PASS,PASS,,PASS,0.03,
CKT_0070,prune50,,4,0.000000,0.0221,0.022100,0.000000,PASS,PASS,,PASS,0.03,
CKT_0070,prune90,,4,0.000000,0.0221,0.022100,0.000000,PASS,PASS,,PASS,0.03,
CKT_0071,float64,,5,9.000000,9.0000,0.000000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0071,int16,,5,0.000000,9.0000,9.000000,9.000000,FAIL,FAIL,,FAIL,0.03,
CKT_0071,int8,,5,0.000000,9.0000,9.000000,9.000000,FAIL,FAIL,,FAIL,0.03,
CKT_0071,int4,,5,0.000000,9.0000,9.000000,9.000000,FAIL,FAIL,,FAIL,0.03,
CKT_0071,prune10,,5,9.000000,9.0000,0.000000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0071,prune50,,5,9.000000,9.0000,0.000000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0071,prune90,,5,9.000000,9.0000,0.000000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0072,float64,,2,1.800000,1.8000,0.000000,0.000000,PASS,PASS,,PASS,0.02,
CKT_0072,int16,,2,0.000000,1.8000,1.800000,1.800000,FAIL,FAIL,,FAIL,0.02,
CKT_0072,int8,,2,0.000000,1.8000,1.800000,1.800000,FAIL,FAIL,,FAIL,0.02,
CKT_0072,int4,,2,0.000000,1.8000,1.800000,1.800000,FAIL,FAIL,,FAIL,0.02,
CKT_0072,prune10,,2,1.800000,1.8000,0.000000,0.000000,PASS,PASS,,PASS,0.02,
CKT_0072,prune50,,2,1.800000,1.8000,0.000000,0.000000,PASS,PASS,,PASS,0.02,
CKT_0072,prune90,,2,1.800000,1.8000,0.000000,0.000000,PASS,PASS,,PASS,0.02,
CKT_0073,float64,,5,1.800000,1.8238,0.023800,0.000000,PASS,PASS,,PASS,0.03,
CKT_0073,int16,,5,0.000000,1.8238,1.823800,1.800000,FAIL,FAIL,,FAIL,0.03,
CKT_0073,int8,,5,0.000000,1.8238,1.823800,1.800000,FAIL,FAIL,,FAIL,0.03,
CKT_0073,int4,,5,0.000000,1.8238,1.823800,1.800000,FAIL,FAIL,,FAIL,0.04,
CKT_0073,prune10,,5,1.800000,1.8238,0.023800,0.000000,PASS,PASS,,PASS,0.03,
CKT_0073,prune50,,5,1.800000,1.8238,0.023800,0.000000,PASS,PASS,,PASS,0.03,
CKT_0073,prune90,,5,1.800000,1.8238,0.023800,0.000000,PASS,PASS,,PASS,0.03,
CKT_0074,float64,,3,3.300000,3.3000,0.000000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0074,int16,,3,0.000000,3.3000,3.300000,3.300000,FAIL,FAIL,,FAIL,0.03,
CKT_0074,int8,,3,0.000000,3.3000,3.300000,3.300000,FAIL,FAIL,,FAIL,0.03,
CKT_0074,int4,,3,0.000000,3.3000,3.300000,3.300000,FAIL,FAIL,,FAIL,0.03,
CKT_0074,prune10,,3,3.300000,3.3000,0.000000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0074,prune50,,3,3.300000,3.3000,0.000000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0074,prune90,,3,3.300000,3.3000,0.000000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0075,float64,,7,7.100000,7.1181,0.018100,0.000000,PASS,PASS,,PASS,0.05,
CKT_0075,int16,,7,0.000000,7.1181,7.118100,7.100000,FAIL,FAIL,,FAIL,0.05,
CKT_0075,int8,,7,0.000000,7.1181,7.118100,7.100000,FAIL,FAIL,,FAIL,0.05,
CKT_0075,int4,,7,0.000000,7.1181,7.118100,7.100000,FAIL,FAIL,,FAIL,0.05,
CKT_0075,prune10,,7,7.100000,7.1181,0.018100,0.000000,PASS,PASS,,PASS,0.05,
