circuit_id,setting,N,n_free,pred_v,truth_v,abs_error_v,delta_vs_float64,pass_50mv,pass_75mv,build_status,run_status,run_time_s,error
CKT_0075,prune50,,7,7.100000,7.1181,0.018100,0.000000,PASS,PASS,,PASS,0.05,
CKT_0075,prune90,,7,7.100000,7.1181,0.018100,0.000000,PASS,PASS,,PASS,0.05,
CKT_0076,float64,,7,0.900000,0.9060,0.006000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0076,int16,,7,0.000000,0.9060,0.906000,0.900000,FAIL,FAIL,,FAIL,0.05,
CKT_0076,int8,,7,0.000000,0.9060,0.906000,0.900000,FAIL,FAIL,,FAIL,0.05,
CKT_0076,int4,,7,0.000000,0.9060,0.906000,0.900000,FAIL,FAIL,,FAIL,0.05,
CKT_0076,prune10,,7,0.900000,0.9060,0.006000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0076,prune50,,7,0.900000,0.9060,0.006000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0076,prune90,,7,0.900000,0.9060,0.006000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0077,float64,,7,9.000000,9.0000,0.000000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0077,int16,,7,0.000000,9.0000,9.000000,9.000000,FAIL,FAIL,,FAIL,0.05,
CKT_0077,int8,,7,0.000000,9.0000,9.000000,9.000000,FAIL,FAIL,,FAIL,0.05,
CKT_0077,int4,,7,0.000000,9.0000,9.000000,9.000000,FAIL,FAIL,,FAIL,0.05,
CKT_0077,prune10,,7,9.000000,9.0000,0.000000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0077,prune50,,7,9.000000,9.0000,0.000000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0077,prune90,,7,9.000000,9.0000,0.000000,0.000000,PASS,PASS,,PASS,0.05,
CKT_0078,float64,,5,7.100000,7.0840,0.016000,0.000000,PASS,PASS,,PASS,0.04,
CKT_0078,int16,,5,0.000000,7.0840,7.084000,7.100000,FAIL,FAIL,,FAIL,0.04,
CKT_0078,int8,,5,0.000000,7.0840,7.084000,7.100000,FAIL,FAIL,,FAIL,0.04,
CKT_0078,int4,,5,0.000000,7.0840,7.084000,7.100000,FAIL,FAIL,,FAIL,0.04,
CKT_0078,prune10,,5,7.100000,7.0840,0.016000,0.000000,PASS,PASS,,PASS,0.04,
CKT_0078,prune50,,5,7.100000,7.0840,0.016000,0.000000,PASS,PASS,,PASS,0.04,
CKT_0078,prune90,,5,7.100000,7.0840,0.016000,0.000000,PASS,PASS,,PASS,0.04,
CKT_0079,float64,,5,3.300000,3.3000,0.000000,0.000000,PASS,PASS,,PASS,0.04,
CKT_0079,int16,,5,0.000000,3.3000,3.300000,3.300000,FAIL,FAIL,,FAIL,0.04,
CKT_0079,int8,,5,0.000000,3.3000,3.300000,3.300000,FAIL,FAIL,,FAIL,0.04,
CKT_0079,int4,,5,0.000000,3.3000,3.300000,3.300000,FAIL,FAIL,,FAIL,0.04,
CKT_0079,prune10,,5,3.300000,3.3000,0.000000,0.000000,PASS,PASS,,PASS,0.04,
CKT_0079,prune50,,5,3.300000,3.3000,0.000000,0.000000,PASS,PASS,,PASS,0.04,
CKT_0079,prune90,,5,3.300000,3.3000,0.000000,0.000000,PASS,PASS,,PASS,0.04,
CKT_0080,float64,,12,4.950000,4.9311,0.018900,0.000000,PASS,PASS,,PASS,0.09,
CKT_0080,int16,,12,0.000000,4.9311,4.931100,4.950000,FAIL,FAIL,,FAIL,0.09,
CKT_0080,int8,,12,0.000000,4.9311,4.931100,4.950000,FAIL,FAIL,,FAIL,0.10,
CKT_0080,int4,,12,0.000000,4.9311,4.931100,4.950000,FAIL,FAIL,,FAIL,0.09,
CKT_0080,prune10,,12,4.950000,4.9311,0.018900,0.000000,PASS,PASS,,PASS,0.09,
CKT_0080,prune50,,12,4.950000,4.9311,0.018900,0.000000,PASS,PASS,,PASS,0.09,
CKT_0080,prune90,,12,4.950000,4.9311,0.018900,0.000000,PASS,PASS,,PASS,0.09,
CKT_0081,float64,,11,4.700000,4.7176,0.017600,0.000000,PASS,PASS,,PASS,0.09,
CKT_0081,int16,,11,0.000000,4.7176,4.717600,4.700000,FAIL,FAIL,,FAIL,0.09,
CKT_0081,int8,,11,0.000000,4.7176,4.717600,4.700000,FAIL,FAIL,,FAIL,0.09,
CKT_0081,int4,,11,0.000000,4.7176,4.717600,4.700000,FAIL,FAIL,,FAIL,0.09,
CKT_0081,prune10,,11,4.700000,4.7176,0.017600,0.000000,PASS,PASS,,PASS,0.09,
CKT_0081,prune50,,11,4.700000,4.7176,0.017600,0.000000,PASS,PASS,,PASS,0.09,
CKT_0081,prune90,,11,4.700000,4.7176,0.017600,0.000000,PASS,PASS,,PASS,0.09,
CKT_0082,float64,,12,2.400000,2.3987,0.001300,0.000000,PASS,PASS,,PASS,0.09,
CKT_0082,int16,,12,0.000000,2.3987,2.398700,2.400000,FAIL,FAIL,,FAIL,0.09,
CKT_0082,int8,,12,0.000000,2.3987,2.398700,2.400000,FAIL,FAIL,,FAIL,0.09,
CKT_0082,int4,,12,0.000000,2.3987,2.398700,2.400000,FAIL,FAIL,,FAIL,0.09,
CKT_0082,prune10,,12,2.400000,2.3987,0.001300,0.000000,PASS,PASS,,PASS,0.09,
CKT_0082,prune50,,12,2.400000,2.3987,0.001300,0.000000,PASS,PASS,,PASS,0.09,
CKT_0082,prune90,,12,2.400000,2.3987,0.001300,0.000000,PASS,PASS,,PASS,0.09,
CKT_0083,float64,,12,15.000000,14.9996,0.000400,0.000000,PASS,PASS,,PASS,0.10,
CKT_0083,int16,,12,0.000000,14.9996,14.999600,15.000000,FAIL,FAIL,,FAIL,0.09,
CKT_0083,int8,,12,0.000000,14.9996,14.999600,15.000000,FAIL,FAIL,,FAIL,0.09,
CKT_0083,int4,,12,0.000000,14.9996,14.999600,15.000000,FAIL,FAIL,,FAIL,0.09,
CKT_0083,prune10,,12,15.000000,14.9996,0.000400,0.000000,PASS,PASS,,PASS,0.23,
CKT_0083,prune50,,12,15.000000,14.9996,0.000400,0.000000,PASS,PASS,,PASS,1.45,
CKT_0083,prune90,,12,15.000000,14.9996,0.000400,0.000000,PASS,PASS,,PASS,1.41,
CKT_0084,float64,,17,14.250000,14.2707,0.020700,0.000000,PASS,PASS,,PASS,2.11,
CKT_0084,int16,,17,0.000000,14.2707,14.270700,14.250000,FAIL,FAIL,,FAIL,2.65,
CKT_0084,int8,,17,0.000000,14.2707,14.270700,14.250000,FAIL,FAIL,,FAIL,2.07,
CKT_0084,int4,,17,0.000000,14.2707,14.270700,14.250000,FAIL,FAIL,,FAIL,2.26,
CKT_0084,prune10,,17,14.250000,14.2707,0.020700,0.000000,PASS,PASS,,PASS,3.27,
CKT_0084,prune50,,17,14.250000,14.2707,0.020700,0.000000,PASS,PASS,,PASS,1.83,
CKT_0084,prune90,,17,14.250000,14.2707,0.020700,0.000000,PASS,PASS,,PASS,1.87,
CKT_0085,float64,,16,2.750000,2.7688,0.018800,0.000000,PASS,PASS,,PASS,1.38,
CKT_0085,int16,,16,0.000000,2.7688,2.768800,2.750000,FAIL,FAIL,,FAIL,2.04,
CKT_0085,int8,,16,0.000000,2.7688,2.768800,2.750000,FAIL,FAIL,,FAIL,2.29,
CKT_0085,int4,,16,0.000000,2.7688,2.768800,2.750000,FAIL,FAIL,,FAIL,2.40,
CKT_0085,prune10,,16,2.750000,2.7688,0.018800,0.000000,PASS,PASS,,PASS,1.73,
CKT_0085,prune50,,16,2.750000,2.7688,0.018800,0.000000,PASS,PASS,,PASS,1.51,
CKT_0085,prune90,,16,2.750000,2.7688,0.018800,0.000000,PASS,PASS,,PASS,2.26,
CKT_0086,float64,,19,4.650000,4.6575,0.007500,0.000000,PASS,PASS,,PASS,2.97,
CKT_0086,int16,,19,0.000000,4.6575,4.657500,4.650000,FAIL,FAIL,,FAIL,2.51,
CKT_0086,int8,,19,0.000000,4.6575,4.657500,4.650000,FAIL,FAIL,,FAIL,1.64,
CKT_0086,int4,,19,0.000000,4.6575,4.657500,4.650000,FAIL,FAIL,,FAIL,0.21,
CKT_0086,prune10,,19,4.650000,4.6575,0.007500,0.000000,PASS,PASS,,PASS,0.20,
CKT_0086,prune50,,19,4.650000,4.6575,0.007500,0.000000,PASS,PASS,,PASS,0.61,
CKT_0086,prune90,,19,4.650000,4.6575,0.007500,0.000000,PASS,PASS,,PASS,0.33,
CKT_0087,float64,,20,20.050000,20.0725,0.022500,0.000000,PASS,PASS,,PASS,0.25,
CKT_0087,int16,,20,0.000000,20.0725,20.072500,20.050000,FAIL,FAIL,,FAIL,0.19,
CKT_0087,int8,,20,0.000000,20.0725,20.072500,20.050000,FAIL,FAIL,,FAIL,0.21,
CKT_0087,int4,,20,0.000000,20.0725,20.072500,20.050000,FAIL,FAIL,,FAIL,0.19,
CKT_0087,prune10,,20,20.050000,20.0725,0.022500,0.000000,PASS,PASS,,PASS,0.19,
CKT_0087,prune50,,20,20.050000,20.0725,0.022500,0.000000,PASS,PASS,,PASS,0.19,
CKT_0087,prune90,,20,20.050000,20.0725,0.022500,0.000000,PASS,PASS,,PASS,0.19,
CKT_0088,float64,,21,4.950000,4.9738,0.023800,0.000000,PASS,PASS,,PASS,0.21,
CKT_0088,int16,,21,0.000000,4.9738,4.973800,4.950000,FAIL,FAIL,,FAIL,0.21,
CKT_0088,int8,,21,0.000000,4.9738,4.973800,4.950000,FAIL,FAIL,,FAIL,0.21,
CKT_0088,int4,,21,0.000000,4.9738,4.973800,4.950000,FAIL,FAIL,,FAIL,0.22,
CKT_0088,prune10,,21,4.950000,4.9738,0.023800,0.000000,PASS,PASS,,PASS,0.21,
CKT_0088,prune50,,21,4.950000,4.9738,0.023800,0.000000,PASS,PASS,,PASS,0.21,
CKT_0088,prune90,,21,4.950000,4.9738,0.023800,0.000000,PASS,PASS,,PASS,0.22,
CKT_0089,float64,,11,3.500000,3.4927,0.007300,0.000000,PASS,PASS,,PASS,0.09,
CKT_0089,int16,,11,0.000000,3.4927,3.492700,3.500000,FAIL,FAIL,,FAIL,0.08,
CKT_0089,int8,,11,0.000000,3.4927,3.492700,3.500000,FAIL,FAIL,,FAIL,0.08,
CKT_0089,int4,,11,0.000000,3.4927,3.492700,3.500000,FAIL,FAIL,,FAIL,0.09,
CKT_0089,prune10,,11,3.500000,3.4927,0.007300,0.000000,PASS,PASS,,PASS,0.12,
CKT_0089,prune50,,11,3.500000,3.4927,0.007300,0.000000,PASS,PASS,,PASS,0.09,
CKT_0089,prune90,,11,3.500000,3.4927,0.007300,0.000000,PASS,PASS,,PASS,0.09,
CKT_0090,float64,,13,4.950000,4.9572,0.007200,0.000000,PASS,PASS,,PASS,0.11,
CKT_0090,int16,,13,0.000000,4.9572,4.957200,4.950000,FAIL,FAIL,,FAIL,0.11,
CKT_0090,int8,,13,0.000000,4.9572,4.957200,4.950000,FAIL,FAIL,,FAIL,0.11,
CKT_0090,int4,,13,0.000000,4.9572,4.957200,4.950000,FAIL,FAIL,,FAIL,0.11,
CKT_0090,prune10,,13,4.950000,4.9572,0.007200,0.000000,PASS,PASS,,PASS,0.11,
CKT_0090,prune50,,13,4.950000,4.9572,0.007200,0.000000,PASS,PASS,,PASS,0.10,
CKT_0090,prune90,,13,4.950000,4.9572,0.007200,0.000000,PASS,PASS,,PASS,0.11,
CKT_0091,float64,,12,13.400000,13.3976,0.002400,0.000000,PASS,PASS,,PASS,0.10,
CKT_0091,int16,,12,0.000000,13.3976,13.397600,13.400000,FAIL,FAIL,,FAIL,0.10,
CKT_0091,int8,,12,0.000000,13.3976,13.397600,13.400000,FAIL,FAIL,,FAIL,0.10,
CKT_0091,int4,,12,0.000000,13.3976,13.397600,13.400000,FAIL,FAIL,,FAIL,0.10,
CKT_0091,prune10,,12,13.400000,13.3976,0.002400,0.000000,PASS,PASS,,PASS,0.09,
CKT_0091,prune50,,12,13.400000,13.3976,0.002400,0.000000,PASS,PASS,,PASS,0.10,
CKT_0091,prune90,,12,13.400000,13.3976,0.002400,0.000000,PASS,PASS,,PASS,0.09,
CKT_0092,float64,,13,15.050000,15.0485,0.001500,0.000000,PASS,PASS,,PASS,0.11,
CKT_0092,int16,,13,0.000000,15.0485,15.048500,15.050000,FAIL,FAIL,,FAIL,0.11,
CKT_0092,int8,,13,0.000000,15.0485,15.048500,15.050000,FAIL,FAIL,,FAIL,0.11,
CKT_0092,int4,,13,0.000000,15.0485,15.048500,15.050000,FAIL,FAIL,,FAIL,0.10,
CKT_0092,prune10,,13,15.050000,15.0485,0.001500,0.000000,PASS,PASS,,PASS,0.10,
CKT_0092,prune50,,13,15.050000,15.0485,0.001500,0.000000,PASS,PASS,,PASS,0.10,
CKT_0092,prune90,,13,15.050000,15.0485,0.001500,0.000000,PASS,PASS,,PASS,0.10,
CKT_0093,float64,,13,10.850000,10.8352,0.014800,0.000000,PASS,PASS,,PASS,0.10,
CKT_0093,int16,,13,0.000000,10.8352,10.835200,10.850000,FAIL,FAIL,,FAIL,0.10,
CKT_0093,int8,,13,0.000000,10.8352,10.835200,10.850000,FAIL,FAIL,,FAIL,0.10,
CKT_0093,int4,,13,0.000000,10.8352,10.835200,10.850000,FAIL,FAIL,,FAIL,0.10,
CKT_0093,prune10,,13,10.850000,10.8352,0.014800,0.000000,PASS,PASS,,PASS,0.10,
CKT_0093,prune50,,13,10.850000,10.8352,0.014800,0.000000,PASS,PASS,,PASS,0.10,
CKT_0093,prune90,,13,10.850000,10.8352,0.014800,0.000000,PASS,PASS,,PASS,0.10,
CKT_0094,float64,,6,4.150000,4.1475,0.002500,0.000000,PASS,PASS,,PASS,0.04,
CKT_0094,int16,,6,0.000000,4.1475,4.147500,4.150000,FAIL,FAIL,,FAIL,0.04,
CKT_0094,int8,,6,0.000000,4.1475,4.147500,4.150000,FAIL,FAIL,,FAIL,0.04,
CKT_0094,int4,,6,0.000000,4.1475,4.147500,4.150000,FAIL,FAIL,,FAIL,0.04,
CKT_0094,prune10,,6,4.150000,4.1475,0.002500,0.000000,PASS,PASS,,PASS,0.04,
CKT_0094,prune50,,6,4.150000,4.1475,0.002500,0.000000,PASS,PASS,,PASS,0.04,
CKT_0094,prune90,,6,4.150000,4.1475,0.002500,0.000000,PASS,PASS,,PASS,0.04,
CKT_0095,float64,,5,1.800000,1.8000,0.000000,0.000000,PASS,PASS,,PASS,0.04,
CKT_0095,int16,,5,0.000000,1.8000,1.800000,1.800000,FAIL,FAIL,,FAIL,0.04,
CKT_0095,int8,,5,0.000000,1.8000,1.800000,1.800000,FAIL,FAIL,,FAIL,0.04,
CKT_0095,int4,,5,0.000000,1.8000,1.800000,1.800000,FAIL,FAIL,,FAIL,0.04,
CKT_0095,prune10,,5,1.800000,1.8000,0.000000,0.000000,PASS,PASS,,PASS,0.04,
CKT_0095,prune50,,5,1.800000,1.8000,0.000000,0.000000,PASS,PASS,,PASS,0.04,
CKT_0095,prune90,,5,1.800000,1.8000,0.000000,0.000000,PASS,PASS,,PASS,0.04,
CKT_0096,float64,,5,11.300000,11.3191,0.019100,0.000000,PASS,PASS,,PASS,0.04,
CKT_0096,int16,,5,0.000000,11.3191,11.319100,11.300000,FAIL,FAIL,,FAIL,0.04,
CKT_0096,int8,,5,0.000000,11.3191,11.319100,11.300000,FAIL,FAIL,,FAIL,0.04,
CKT_0096,int4,,5,0.000000,11.3191,11.319100,11.300000,FAIL,FAIL,,FAIL,0.04,
CKT_0096,prune10,,5,11.300000,11.3191,0.019100,0.000000,PASS,PASS,,PASS,0.04,
CKT_0096,prune50,,5,11.300000,11.3191,0.019100,0.000000,PASS,PASS,,PASS,0.04,
CKT_0096,prune90,,5,11.300000,11.3191,0.019100,0.000000,PASS,PASS,,PASS,0.04,
CKT_0097,float64,,7,4.300000,4.2758,0.024200,0.000000,PASS,PASS,,PASS,0.06,
CKT_0097,int16,,7,0.000000,4.2758,4.275800,4.300000,FAIL,FAIL,,FAIL,0.05,
CKT_0097,int8,,7,0.000000,4.2758,4.275800,4.300000,FAIL,FAIL,,FAIL,0.05,
CKT_0097,int4,,7,0.000000,4.2758,4.275800,4.300000,FAIL,FAIL,,FAIL,0.05,
CKT_0097,prune10,,7,4.300000,4.2758,0.024200,0.000000,PASS,PASS,,PASS,0.05,
CKT_0097,prune50,,7,4.300000,4.2758,0.024200,0.000000,PASS,PASS,,PASS,0.05,
CKT_0097,prune90,,7,4.300000,4.2758,0.024200,0.000000,PASS,PASS,,PASS,0.05,
CKT_0098,float64,,4,9.200000,9.2020,0.002000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0098,int16,,4,0.000000,9.2020,9.202000,9.200000,FAIL,FAIL,,FAIL,0.03,
CKT_0098,int8,,4,0.000000,9.2020,9.202000,9.200000,FAIL,FAIL,,FAIL,0.03,
CKT_0098,int4,,4,0.000000,9.2020,9.202000,9.200000,FAIL,FAIL,,FAIL,0.03,
CKT_0098,prune10,,4,9.200000,9.2020,0.002000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0098,prune50,,4,9.200000,9.2020,0.002000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0098,prune90,,4,9.200000,9.2020,0.002000,0.000000,PASS,PASS,,PASS,0.03,
CKT_0099,float64,,10,1.850000,1.8308,0.019200,0.000000,PASS,PASS,,PASS,0.07,
CKT_0099,int16,,10,0.000000,1.8308,1.830800,1.850000,FAIL,FAIL,,FAIL,0.07,
CKT_0099,int8,,10,0.000000,1.8308,1.830800,1.850000,FAIL,FAIL,,FAIL,0.07,
CKT_0099,int4,,10,0.000000,1.8308,1.830800,1.850000,FAIL,FAIL,,FAIL,0.07,
CKT_0099,prune10,,10,1.850000,1.8308,0.019200,0.000000,PASS,PASS,,PASS,0.07,
CKT_0099,prune50,,10,1.850000,1.8308,0.019200,0.000000,PASS,PASS,,PASS,0.07,
CKT_0099,prune90,,10,1.850000,1.8308,0.019200,0.000000,PASS,PASS,,PASS,0.07,
CKT_0100,float64,,8,5.000000,5.0000,0.000000,0.000000,PASS,PASS,,PASS,0.06,
CKT_0100,int16,,8,0.000000,5.0000,5.000000,5.000000,FAIL,FAIL,,FAIL,0.06,
CKT_0100,int8,,8,0.000000,5.0000,5.000000,5.000000,FAIL,FAIL,,FAIL,0.06,
CKT_0100,int4,,8,0.000000,5.0000,5.000000,5.000000,FAIL,FAIL,,FAIL,0.06,
CKT_0100,prune10,,8,5.000000,5.0000,0.000000,0.000000,PASS,PASS,,PASS,0.06,
CKT_0100,prune50,,8,5.000000,5.0000,0.000000,0.000000,PASS,PASS,,PASS,0.06,
CKT_0100,prune90,,8,5.000000,5.0000,0.000000,0.000000,PASS,PASS,,PASS,0.06,
CKT_0101,float64,,9,2.650000,2.6478,0.002200,0.000000,PASS,PASS,,PASS,0.06,
CKT_0101,int16,,9,0.000000,2.6478,2.647800,2.650000,FAIL,FAIL,,FAIL,0.06,
CKT_0101,int8,,9,0.000000,2.6478,2.647800,2.650000,FAIL,FAIL,,FAIL,0.06,
CKT_0101,int4,,9,0.000000,2.6478,2.647800,2.650000,FAIL,FAIL,,FAIL,0.06,
CKT_0101,prune10,,9,2.650000,2.6478,0.002200,0.000000,PASS,PASS,,PASS,0.06,
CKT_0101,prune50,,9,2.650000,2.6478,0.002200,0.000000,PASS,PASS,,PASS,0.06,
CKT_0101,prune90,,9,2.650000,2.6478,0.002200,0.000000,PASS,PASS,,PASS,0.06,
CKT_0102,float64,,8,10.850000,10.8656,0.015600,0.000000,PASS,PASS,,PASS,0.06,
CKT_0102,int16,,8,0.000000,10.8656,10.865600,10.850000,FAIL,FAIL,,FAIL,0.06,
CKT_0102,int8,,8,0.000000,10.8656,10.865600,10.850000,FAIL,FAIL,,FAIL,0.06,
CKT_0102,int4,,8,0.000000,10.8656,10.865600,10.850000,FAIL,FAIL,,FAIL,0.07,
CKT_0102,prune10,,8,10.850000,10.8656,0.015600,0.000000,PASS,PASS,,PASS,0.07,
CKT_0102,prune50,,8,10.850000,10.8656,0.015600,0.000000,PASS,PASS,,PASS,0.06,
CKT_0102,prune90,,8,10.850000,10.8656,0.015600,0.000000,PASS,PASS,,PASS,0.06,
CKT_0103,float64,,8,8.650000,8.6457,0.004300,0.000000,PASS,PASS,,PASS,0.06,
CKT_0103,int16,,8,0.000000,8.6457,8.645700,8.650000,FAIL,FAIL,,FAIL,0.06,
CKT_0103,int8,,8,0.000000,8.6457,8.645700,8.650000,FAIL,FAIL,,FAIL,0.06,
CKT_0103,int4,,8,0.000000,8.6457,8.645700,8.650000,FAIL,FAIL,,FAIL,0.06,
CKT_0103,prune10,,8,8.650000,8.6457,0.004300,0.000000,PASS,PASS,,PASS,0.06,
CKT_0103,prune50,,8,8.650000,8.6457,0.004300,0.000000,PASS,PASS,,PASS,0.06,
CKT_0103,prune90,,8,8.650000,8.6457,0.004300,0.000000,PASS,PASS,,PASS,0.06,
CKT_0104,float64,,18,15.000000,15.0000,0.000000,0.000000,PASS,PASS,,PASS,0.17,
CKT_0104,int16,,18,0.000000,15.0000,15.000000,15.000000,FAIL,FAIL,,FAIL,0.16,
CKT_0104,int8,,18,0.000000,15.0000,15.000000,15.000000,FAIL,FAIL,,FAIL,0.15,
CKT_0104,int4,,18,0.000000,15.0000,15.000000,15.000000,FAIL,FAIL,,FAIL,0.15,
CKT_0104,prune10,,18,15.000000,15.0000,0.000000,0.000000,PASS,PASS,,PASS,0.15,
CKT_0104,prune50,,18,15.000000,15.0000,0.000000,0.000000,PASS,PASS,,PASS,0.16,
CKT_0104,prune90,,18,15.000000,15.0000,0.000000,0.000000,PASS,PASS,,PASS,0.16,
CKT_0105,float64,,16,0.050000,0.0601,0.010100,0.000000,PASS,PASS,,PASS,0.14,
CKT_0105,int16,,16,0.000000,0.0601,0.060100,0.050000,FAIL,PASS,,FAIL,0.14,
CKT_0105,int8,,16,0.000000,0.0601,0.060100,0.050000,FAIL,PASS,,FAIL,0.15,
CKT_0105,int4,,16,0.000000,0.0601,0.060100,0.050000,FAIL,PASS,,FAIL,0.15,
CKT_0105,prune10,,16,0.050000,0.0601,0.010100,0.000000,PASS,PASS,,PASS,0.14,
CKT_0105,prune50,,16,0.050000,0.0601,0.010100,0.000000,PASS,PASS,,PASS,0.15,
CKT_0105,prune90,,16,0.050000,0.0601,0.010100,0.000000,PASS,PASS,,PASS,0.14,
CKT_0106,float64,,17,11.800000,11.7927,0.007300,0.000000,PASS,PASS,,PASS,0.15,
CKT_0106,int16,,17,0.000000,11.7927,11.792700,11.800000,FAIL,FAIL,,FAIL,0.15,
CKT_0106,int8,,17,0.000000,11.7927,11.792700,11.800000,FAIL,FAIL,,FAIL,0.18,
CKT_0106,int4,,17,0.000000,11.7927,11.792700,11.800000,FAIL,FAIL,,FAIL,0.17,
CKT_0106,prune10,,17,11.800000,11.7927,0.007300,0.000000,PASS,PASS,,PASS,0.17,
CKT_0106,prune50,,17,11.800000,11.7927,0.007300,0.000000,PASS,PASS,,PASS,0.17,
CKT_0106,prune90,,17,11.800000,11.7927,0.007300,0.000000,PASS,PASS,,PASS,0.17,
CKT_0107,float64,,27,2.250000,2.2513,0.001300,0.000000,PASS,PASS,,PASS,0.39,
CKT_0107,int16,,27,0.000000,2.2513,2.251300,2.250000,FAIL,FAIL,,FAIL,0.39,
CKT_0107,int8,,27,0.000000,2.2513,2.251300,2.250000,FAIL,FAIL,,FAIL,2.74,
CKT_0107,int4,,27,0.000000,2.2513,2.251300,2.250000,FAIL,FAIL,,FAIL,4.89,
CKT_0107,prune10,,27,2.250000,2.2513,0.001300,0.000000,PASS,PASS,,PASS,5.02,
CKT_0107,prune50,,27,2.250000,2.2513,0.001300,0.000000,PASS,PASS,,PASS,3.62,
CKT_0107,prune90,,27,2.250000,2.2513,0.001300,0.000000,PASS,PASS,,PASS,4.66,
CKT_0108,float64,,27,3.850000,3.8495,0.000500,0.000000,PASS,PASS,,PASS,5.47,
CKT_0108,int16,,27,0.000000,3.8495,3.849500,3.850000,FAIL,FAIL,,FAIL,3.79,
CKT_0108,int8,,27,0.000000,3.8495,3.849500,3.850000,FAIL,FAIL,,FAIL,3.08,
CKT_0108,int4,,27,0.000000,3.8495,3.849500,3.850000,FAIL,FAIL,,FAIL,5.18,
CKT_0108,prune10,,27,3.850000,3.8495,0.000500,0.000000,PASS,PASS,,PASS,3.91,
CKT_0108,prune50,,27,3.850000,3.8495,0.000500,0.000000,PASS,PASS,,PASS,2.10,
CKT_0108,prune90,,27,3.850000,3.8495,0.000500,0.000000,PASS,PASS,,PASS,0.56,
CKT_0109,float64,,30,4.150000,4.1397,0.010300,0.000000,PASS,PASS,,PASS,0.63,
CKT_0109,int16,,30,0.000000,4.1397,4.139700,4.150000,FAIL,FAIL,,FAIL,0.49,
CKT_0109,int8,,30,0.000000,4.1397,4.139700,4.150000,FAIL,FAIL,,FAIL,0.51,
CKT_0109,int4,,30,0.000000,4.1397,4.139700,4.150000,FAIL,FAIL,,FAIL,0.49,
CKT_0109,prune10,,30,4.150000,4.1397,0.010300,0.000000,PASS,PASS,,PASS,0.48,
CKT_0109,prune50,,30,4.150000,4.1397,0.010300,0.000000,PASS,PASS,,PASS,0.56,
CKT_0109,prune90,,30,4.150000,4.1397,0.010300,0.000000,PASS,PASS,,PASS,0.57,
CKT_0110,float64,,31,5.300000,5.2916,0.008400,0.000000,PASS,PASS,,PASS,0.48,
CKT_0110,int16,,31,0.000000,5.2916,5.291600,5.300000,FAIL,FAIL,,FAIL,0.50,
CKT_0110,int8,,31,0.000000,5.2916,5.291600,5.300000,FAIL,FAIL,,FAIL,0.49,
CKT_0110,int4,,31,0.000000,5.2916,5.291600,5.300000,FAIL,FAIL,,FAIL,0.49,
CKT_0110,prune10,,31,5.300000,5.2916,0.008400,0.000000,PASS,PASS,,PASS,0.48,
CKT_0110,prune50,,31,5.300000,5.2916,0.008400,0.000000,PASS,PASS,,PASS,0.49,
CKT_0110,prune90,,31,5.300000,5.2916,0.008400,0.000000,PASS,PASS,,PASS,0.50,
CKT_0111,float64,,33,5.700000,5.7196,0.019600,0.000000,PASS,PASS,,PASS,0.56,
CKT_0111,int16,,33,0.000000,5.7196,5.719600,5.700000,FAIL,FAIL,,FAIL,0.56,
CKT_0111,int8,,33,0.000000,5.7196,5.719600,5.700000,FAIL,FAIL,,FAIL,0.56,
CKT_0111,int4,,33,0.000000,5.7196,5.719600,5.700000,FAIL,FAIL,,FAIL,0.56,
CKT_0111,prune10,,33,5.700000,5.7196,0.019600,0.000000,PASS,PASS,,PASS,0.56,
CKT_0111,prune50,,33,5.700000,5.7196,0.019600,0.000000,PASS,PASS,,PASS,0.57,
CKT_0111,prune90,,33,5.700000,5.7196,0.019600,0.000000,PASS,PASS,,PASS,0.56,
CKT_0112,float64,,19,12.000000,11.9984,0.001600,0.000000,PASS,PASS,,PASS,0.17,
CKT_0112,int16,,19,0.000000,11.9984,11.998400,12.000000,FAIL,FAIL,,FAIL,0.17,
CKT_0112,int8,,19,0.000000,11.9984,11.998400,12.000000,FAIL,FAIL,,FAIL,0.17,
CKT_0112,int4,,19,0.000000,11.9984,11.998400,12.000000,FAIL,FAIL,,FAIL,0.17,
CKT_0112,prune10,,19,12.000000,11.9984,0.001600,0.000000,PASS,PASS,,PASS,0.17,
CKT_0112,prune50,,19,12.000000,11.9984,0.001600,0.000000,PASS,PASS,,PASS,0.17,
CKT_0112,prune90,,19,12.000000,11.9984,0.001600,0.000000,PASS,PASS,,PASS,0.17,
CKT_0113,float64,,21,9.000000,8.9950,0.005000,0.000000,PASS,PASS,,PASS,0.19,
CKT_0113,int16,,21,0.000000,8.9950,8.995000,9.000000,FAIL,FAIL,,FAIL,0.20,
CKT_0113,int8,,21,0.000000,8.9950,8.995000,9.000000,FAIL,FAIL,,FAIL,0.20,
