circuit_id,complexity,N,max_degree,target_node,rho_J,omega_used,T_used,n_red,n_black,conflicts,solver_used,fallback_reason,divergence_pred_50,divergence_pred_100,pred_V_dsl,ref_V,jacobi_ref_V,truth_V,abs_error,pass_fail,seq_length,run_time_s,n_layers,d_model,build_status,run_status,error
CKT_0139,Hard,15,13,8,0.927376,1.4555,750,2,13,19,jacobi,conflicts=19,,,3.3000,3.3000,3.3000,3.3,0.0000,PASS,22534,54.91,5,36,built,PASS,
CKT_0140,Hard,16,14,9,0.673564,1.1500,800,2,14,20,jacobi,conflicts=20,,,14.9700,14.9810,14.9810,14.9813,0.0113,PASS,25636,63.11,5,36,built,PASS,
CKT_0141,Hard,15,13,8,0.990399,1.5000,750,2,13,19,jacobi,conflicts=19,,,4.0300,4.0360,4.0360,4.0347,0.0047,PASS,22534,54.95,5,36,built,PASS,
CKT_0142,Hard,16,14,9,0.824330,1.2770,800,2,14,20,jacobi,conflicts=20,,,1.9100,1.9133,1.9133,1.9138,0.0038,PASS,25636,62.06,5,36,built,PASS,
CKT_0143,Hard,15,13,8,0.859251,1.3231,750,2,13,19,jacobi,conflicts=19,,,1.8300,1.8299,1.8299,1.83,0.0000,PASS,22534,54.09,5,36,built,PASS,
CKT_0144,Hard,22,7,11,0.990025,1.5000,1100,13,9,13,jacobi,conflicts=13,,,9.2500,9.2762,9.2762,9.281,0.0310,PASS,48448,114.33,5,36,built,PASS,
CKT_0145,Hard,22,7,11,0.997469,1.5000,1100,11,11,16,jacobi,conflicts=16,,,7.6400,7.6901,7.6901,7.6912,0.0512,FAIL,48448,111.02,5,36,built,FAIL,
CKT_0146,Hard,22,8,11,0.971400,1.5000,1100,11,11,17,jacobi,conflicts=17,,,1.4400,6.7538,6.7538,6.7647,5.3247,FAIL,48448,111.85,5,36,built,FAIL,
CKT_0147,Hard,22,8,11,0.989952,1.5000,1100,11,11,19,jacobi,conflicts=19,,,5.0200,5.2264,5.2264,5.227,0.2070,FAIL,48448,112.13,5,36,built,FAIL,
CKT_0148,Hard,22,7,11,0.992654,1.5000,1100,14,8,15,jacobi,conflicts=15,,,8.9600,8.9632,8.9632,8.9632,0.0032,PASS,48448,112.12,5,36,built,PASS,
CKT_0149,Hard,10,5,5,0.910931,1.4159,500,6,4,7,jacobi,conflicts=7,,,1.9800,1.9829,1.9829,1.9826,0.0026,PASS,10024,23.24,5,36,built,PASS,
CKT_0150,Hard,10,6,5,0.783367,1.2334,500,6,4,5,jacobi,conflicts=5,,,9.0000,8.9992,8.9992,8.9991,0.0009,PASS,10024,23.34,5,36,built,PASS,
CKT_0151,Hard,14,6,7,0.934629,1.4753,700,8,6,12,jacobi,conflicts=12,,,15.0000,15.0000,15.0000,15.0,0.0000,PASS,19632,45.42,5,36,built,PASS,
CKT_0152,Hard,14,6,7,0.996068,1.5000,700,7,7,9,jacobi,conflicts=9,,,2.9200,3.3722,3.5301,3.5907,0.6707,FAIL,19632,45.52,5,36,built,FAIL,
CKT_0153,Hard,18,7,9,0.662593,1.1435,900,10,8,13,jacobi,conflicts=13,,,3.4400,3.4366,3.4366,3.4371,0.0029,PASS,32440,75.60,5,36,built,PASS,
CKT_0154,Hard,22,7,11,0.955784,1.5000,1100,10,12,19,jacobi,conflicts=19,,,11.1900,13.3348,13.3348,13.3355,2.1455,FAIL,48448,112.90,5,36,built,FAIL,
