case,target_bus,target_node,truth_v,truth_vm_pu,pred_v_lu_direct,ref_v_numpy_solve,abs_error_v,rel_error_pct,abs_error_vs_numpy_v,pass_fail,N,n_free,n_fixed,seq_length,build_status,build_time_s,run_status,run_time_s,n_layers,d_model,error
bcspwr01,2,3,11.5693,0.964107,,11.569280,,,,,40,36,4,192,built,111.62,run_error,,4,374,RuntimeError('Ninja is required to load C++ extensions')
bcspwr01,3,4,11.6103,0.967524,23.9500,11.610287,12.3397,106.28,12.3397,FAIL,40,36,4,192,built,212.01,FAIL,0.76,4,374,
bcspwr01,4,5,11.6905,0.974205,0.0000,11.690458,11.6905,100.00,11.6905,FAIL,40,36,4,192,built,116.28,FAIL,0.81,4,374,
bcspwr01,5,6,11.4536,0.954470,0.0000,11.453636,11.4536,100.00,11.4536,FAIL,40,36,4,192,built,122.35,FAIL,0.72,4,374,
bcspwr01,7,8,11.4611,0.955090,0.0000,11.461085,11.4611,100.00,11.4611,FAIL,40,36,4,192,built,112.03,FAIL,0.73,4,374,
bcspwr01,9,10,11.1020,0.925164,0.0000,11.101974,11.1020,100.00,11.1020,FAIL,40,36,4,192,built,111.19,FAIL,0.77,4,374,
bcspwr01,10,11,11.1043,0.925362,0.0000,11.104343,11.1043,100.00,11.1043,FAIL,40,36,4,192,built,115.85,FAIL,0.78,4,374,
bcspwr01,12,13,10.7576,0.896466,0.3000,10.757597,10.4576,97.21,10.4576,FAIL,40,36,4,192,built,103.72,FAIL,0.72,4,374,
bcspwr01,13,14,10.7500,0.895831,0.0000,10.749971,10.7500,100.00,10.7500,FAIL,40,36,4,192,built,218.68,FAIL,0.62,4,398,
bcspwr01,14,15,10.4292,0.869099,0.0000,10.429191,10.4292,100.00,10.4292,FAIL,40,36,4,192,built,108.57,FAIL,0.73,4,374,
bcspwr01,16,17,10.3880,0.865664,15.9500,10.387973,5.5620,53.54,5.5620,FAIL,40,36,4,192,built,130.68,FAIL,0.66,4,374,
bcspwr01,17,18,10.1091,0.842428,23.9500,10.109130,13.8409,136.91,13.8409,FAIL,40,36,4,192,built,108.38,FAIL,0.75,4,374,
bcspwr01,20,21,9.8172,0.818098,23.9500,9.817173,14.1328,143.96,14.1328,FAIL,40,36,4,192,built,90.62,FAIL,0.68,4,374,
bcspwr01,22,23,9.7739,0.814491,0.0000,9.773888,9.7739,100.00,9.7739,FAIL,40,36,4,192,built,114.87,FAIL,0.79,4,374,
bcspwr01,25,26,9.5206,0.793386,0.0000,9.520634,9.5206,100.00,9.5206,FAIL,40,36,4,192,built,118.08,FAIL,0.74,4,374,
bcspwr01,26,27,9.2749,0.772906,0.0000,9.274874,9.2749,100.00,9.2749,FAIL,40,36,4,192,built,114.77,FAIL,0.79,4,374,
bcspwr01,27,28,9.2651,0.772091,0.0500,9.265097,9.2151,99.46,9.2151,FAIL,40,36,4,192,built,84.06,FAIL,0.75,4,374,
bcspwr01,28,29,9.2560,0.771332,0.0000,9.255985,9.2560,100.00,9.2560,FAIL,40,36,4,192,built,115.21,FAIL,0.72,4,374,
bcspwr01,29,30,9.0182,0.751514,0.0000,9.018166,9.0182,100.00,9.0182,FAIL,40,36,4,192,built,116.23,FAIL,0.71,4,374,
bcspwr01,30,31,8.9975,0.749792,0.0000,8.997500,8.9975,100.00,8.9975,FAIL,40,36,4,192,built,105.36,FAIL,0.65,4,374,
bcspwr01,31,32,8.9822,0.748519,0.0000,8.982223,8.9822,100.00,8.9822,FAIL,40,36,4,192,built,95.82,FAIL,0.75,4,374,
bcspwr01,33,34,8.7245,0.727043,0.0000,8.724515,8.7245,100.00,8.7245,FAIL,40,36,4,192,built,113.31,FAIL,0.71,4,374,
bcspwr01,34,35,8.6932,0.724432,0.0000,8.693184,8.6932,100.00,8.6932,FAIL,40,36,4,192,built,104.95,FAIL,0.70,4,374,
bcspwr01,36,37,8.4253,0.702105,23.9500,8.425254,15.5247,184.26,15.5247,FAIL,40,36,4,192,built,100.84,FAIL,0.67,4,374,
bcspwr01,37,38,8.3728,0.697734,0.0000,8.372813,8.3728,100.00,8.3728,FAIL,40,36,4,192,built,120.29,FAIL,0.74,4,374,
