case,target_bus,target_node,truth_v,truth_vm_pu,pred_v_lu_direct,ref_v_numpy_solve,abs_error_v,rel_error_pct,abs_error_vs_numpy_v,pass_fail,N,n_free,n_fixed,seq_length,build_status,build_time_s,run_status,run_time_s,n_layers,d_model,error
lattice8x8_rh1_rv100,3,4,11.1068,0.925569,11.1000,11.106824,0.0068,0.06,0.0068,PASS,65,60,5,314,built,297.26,PASS,46.62,4,610,
lattice8x8_rh1_rv100,8,9,10.4680,0.872329,10.4500,10.467954,0.0180,0.17,0.0180,PASS,65,60,5,314,built,582.64,PASS,27.77,4,754,
lattice8x8_rh1_rv100,10,11,10.4434,0.870282,10.4500,10.443389,0.0066,0.06,0.0066,PASS,65,60,5,314,built,309.10,PASS,49.53,4,610,
lattice8x8_rh1_rv100,11,12,10.4244,0.868700,10.4000,10.424404,0.0244,0.23,0.0244,PASS,65,60,5,314,built,457.04,PASS,50.59,4,754,
lattice8x8_rh1_rv100,15,16,10.3619,0.863489,10.3500,10.361874,0.0119,0.11,0.0119,PASS,65,60,5,314,built,338.04,PASS,5.88,4,610,
lattice8x8_rh1_rv100,18,19,9.8505,0.820875,9.8500,9.850497,0.0005,0.01,0.0005,PASS,65,60,5,314,built,275.81,PASS,38.90,4,610,
lattice8x8_rh1_rv100,20,21,9.8482,0.820681,9.8500,9.848171,0.0018,0.02,0.0018,PASS,65,60,5,314,built,593.09,PASS,51.01,4,754,
lattice8x8_rh1_rv100,21,22,9.8471,0.820588,9.8500,9.847056,0.0029,0.03,0.0029,PASS,65,60,5,314,built,338.50,PASS,17.22,4,610,
lattice8x8_rh1_rv100,24,25,9.2831,0.773593,9.3000,9.283114,0.0169,0.18,0.0169,PASS,65,60,5,314,built,276.56,PASS,52.29,4,610,
lattice8x8_rh1_rv100,26,27,9.2830,0.773586,9.3000,9.283032,0.0170,0.18,0.0170,PASS,65,60,5,314,built,427.77,PASS,42.34,4,754,
lattice8x8_rh1_rv100,27,28,9.2830,0.773580,9.3000,9.282963,0.0170,0.18,0.0170,PASS,65,60,5,314,built,509.66,PASS,25.60,4,754,
lattice8x8_rh1_rv100,28,29,9.2829,0.773574,9.3000,9.282889,0.0171,0.18,0.0171,PASS,65,60,5,314,built,273.47,PASS,5.20,4,610,
lattice8x8_rh1_rv100,32,33,8.7173,0.726438,8.7000,8.717262,0.0173,0.20,0.0173,PASS,65,60,5,314,built,304.33,PASS,46.52,4,610,
lattice8x8_rh1_rv100,33,34,8.7172,0.726436,8.7000,8.717233,0.0172,0.20,0.0172,PASS,65,60,5,314,built,567.91,PASS,52.34,4,754,
lattice8x8_rh1_rv100,34,35,8.7172,0.726432,8.7000,8.717180,0.0172,0.20,0.0172,PASS,65,60,5,314,built,298.62,PASS,18.11,4,610,
lattice8x8_rh1_rv100,36,37,8.7170,0.726420,8.7000,8.717037,0.0170,0.20,0.0170,PASS,65,60,5,314,built,260.68,PASS,17.31,4,610,
lattice8x8_rh1_rv100,39,40,8.7169,0.726407,8.7000,8.716886,0.0169,0.19,0.0169,PASS,65,60,5,314,built,294.78,PASS,49.05,4,610,
lattice8x8_rh1_rv100,41,42,8.1538,0.679484,8.1500,8.153802,0.0038,0.05,0.0038,PASS,65,60,5,314,built,419.03,PASS,55.67,4,610,
lattice8x8_rh1_rv100,45,46,8.1495,0.679125,8.1500,8.149503,0.0005,0.01,0.0005,PASS,65,60,5,314,built,417.13,PASS,15.95,4,754,
lattice8x8_rh1_rv100,50,51,7.6144,0.634531,7.6000,7.614370,0.0144,0.19,0.0144,PASS,65,60,5,314,built,317.93,PASS,51.95,4,610,
lattice8x8_rh1_rv100,51,52,7.5957,0.632971,7.6000,7.595654,0.0043,0.06,0.0043,PASS,65,60,5,314,built,480.01,PASS,52.96,4,754,
lattice8x8_rh1_rv100,54,55,7.5412,0.628434,7.5500,7.541205,0.0088,0.12,0.0088,PASS,65,60,5,314,built,311.86,PASS,22.59,4,610,
lattice8x8_rh1_rv100,55,56,7.5320,0.627671,7.5500,7.532046,0.0180,0.24,0.0180,PASS,65,60,5,314,built,264.83,PASS,22.00,4,610,
lattice8x8_rh1_rv100,57,58,7.7245,0.643705,7.7000,7.724458,0.0245,0.32,0.0245,PASS,65,60,5,314,built,271.70,PASS,18.97,4,610,
lattice8x8_rh1_rv100,59,60,7.1736,0.597803,7.1500,7.173632,0.0236,0.33,0.0236,PASS,65,60,5,314,built,331.19,PASS,41.81,4,610,
