case,target_bus,target_node,truth_v,truth_vm_pu,pred_v_lu_direct,ref_v_numpy_solve,abs_error_v,rel_error_pct,abs_error_vs_numpy_v,pass_fail,N,n_free,n_fixed,seq_length,build_status,build_time_s,run_status,run_time_s,n_layers,d_model,error
lattice6x6_rh1_rv20,2,3,11.0809,0.923409,11.1000,11.080903,0.0191,0.17,0.0191,PASS,37,32,5,174,built,34.72,PASS,0.53,4,340,
lattice6x6_rh1_rv20,3,4,10.6971,0.891426,10.7000,10.697113,0.0029,0.03,0.0029,PASS,37,32,5,174,built,21.52,PASS,0.53,4,340,
lattice6x6_rh1_rv20,6,7,10.2951,0.857924,10.3000,10.295084,0.0049,0.05,0.0049,PASS,37,32,5,174,built,51.80,PASS,5.65,4,340,
lattice6x6_rh1_rv20,8,9,10.1932,0.849431,10.2000,10.193166,0.0068,0.07,0.0068,PASS,37,32,5,174,built,52.46,PASS,6.20,4,340,
lattice6x6_rh1_rv20,10,11,10.0712,0.839264,10.0500,10.071168,0.0212,0.21,0.0212,PASS,37,32,5,174,built,55.49,PASS,8.35,4,340,
lattice6x6_rh1_rv20,11,12,10.0360,0.836329,10.0500,10.035953,0.0140,0.14,0.0140,PASS,37,32,5,174,built,55.28,PASS,8.05,4,340,
lattice6x6_rh1_rv20,12,13,9.4079,0.783989,9.4000,9.407869,0.0079,0.08,0.0079,PASS,37,32,5,174,built,56.72,PASS,9.08,4,340,
lattice6x6_rh1_rv20,13,14,9.4023,0.783524,9.4000,9.402283,0.0023,0.02,0.0023,PASS,37,32,5,174,built,45.89,PASS,1.97,4,340,
lattice6x6_rh1_rv20,14,15,9.3929,0.782739,9.4000,9.392863,0.0071,0.08,0.0071,PASS,37,32,5,174,built,27.35,PASS,0.55,4,340,
lattice6x6_rh1_rv20,15,16,9.3822,0.781848,9.4000,9.382180,0.0178,0.19,0.0178,PASS,37,32,5,174,built,37.00,PASS,0.57,4,340,
lattice6x6_rh1_rv20,16,17,9.3730,0.781081,9.3500,9.372970,0.0230,0.25,0.0230,PASS,37,32,5,174,built,22.90,PASS,0.54,4,340,
lattice6x6_rh1_rv20,17,18,9.3676,0.780634,9.3500,9.367613,0.0176,0.19,0.0176,PASS,37,32,5,174,built,22.70,PASS,0.56,4,340,
lattice6x6_rh1_rv20,18,19,8.6324,0.719366,8.6500,8.632387,0.0176,0.20,0.0176,PASS,37,32,5,174,built,63.80,PASS,5.20,4,340,
lattice6x6_rh1_rv20,19,20,8.6270,0.718919,8.6500,8.627030,0.0230,0.27,0.0230,PASS,37,32,5,174,built,56.31,PASS,7.05,4,340,
lattice6x6_rh1_rv20,20,21,8.6178,0.718152,8.6000,8.617820,0.0178,0.21,0.0178,PASS,37,32,5,174,built,53.61,PASS,7.37,4,340,
lattice6x6_rh1_rv20,23,24,8.5921,0.716011,8.6000,8.592131,0.0079,0.09,0.0079,PASS,37,32,5,174,built,53.86,PASS,9.78,4,340,
lattice6x6_rh1_rv20,24,25,7.9640,0.663671,7.9500,7.964047,0.0140,0.18,0.0140,PASS,37,32,5,174,built,55.35,PASS,6.10,4,340,
lattice6x6_rh1_rv20,25,26,7.9288,0.660736,7.9500,7.928832,0.0212,0.27,0.0212,PASS,37,32,5,174,built,42.28,PASS,0.62,4,340,
lattice6x6_rh1_rv20,26,27,7.8722,0.656020,7.8500,7.872239,0.0222,0.28,0.0222,PASS,37,32,5,174,built,63.15,PASS,4.14,4,340,
lattice6x6_rh1_rv20,27,28,7.8068,0.650569,7.8000,7.806834,0.0068,0.09,0.0068,PASS,37,32,5,174,built,55.60,PASS,9.93,4,340,
lattice6x6_rh1_rv20,28,29,7.7458,0.645483,7.7500,7.745801,0.0042,0.05,0.0042,PASS,37,32,5,174,built,60.50,PASS,9.76,4,340,
lattice6x6_rh1_rv20,29,30,7.7049,0.642076,7.7000,7.704916,0.0049,0.06,0.0049,PASS,37,32,5,174,built,55.73,PASS,5.93,4,340,
lattice6x6_rh1_rv20,31,32,7.6582,0.638184,7.6500,7.658209,0.0082,0.11,0.0082,PASS,37,32,5,174,built,58.68,PASS,6.08,4,340,
lattice6x6_rh1_rv20,33,34,6.9191,0.576591,6.9000,6.919097,0.0191,0.28,0.0191,PASS,37,32,5,174,built,49.02,PASS,0.57,4,340,
lattice6x6_rh1_rv20,34,35,6.4909,0.540910,6.5000,6.490921,0.0091,0.14,0.0091,PASS,37,32,5,174,built,23.90,PASS,0.55,4,340,
