case,target_bus,target_node,truth_v,truth_vm_pu,pred_v_lu_direct,ref_v_numpy_solve,abs_error_v,rel_error_pct,abs_error_vs_numpy_v,pass_fail,N,n_free,n_fixed,seq_length,build_status,build_time_s,run_status,run_time_s,n_layers,d_model,error
pp_case118,6,6,12.1898,1.015819,12.2000,12.189827,0.0102,0.08,0.0102,PASS,119,109,10,569,built,392.29,PASS,29.39,4,1104,
pp_case118,15,15,12.2762,1.023017,12.3000,12.276206,0.0238,0.19,0.0238,PASS,119,109,10,569,built,339.96,PASS,23.57,4,1104,
pp_case118,20,20,12.3489,1.029072,12.3500,12.348866,0.0011,0.01,0.0011,PASS,119,109,10,569,built,449.75,PASS,29.33,4,1128,
pp_case118,21,21,12.3875,1.032291,12.4000,12.387491,0.0125,0.10,0.0125,PASS,119,109,10,569,built,361.33,PASS,29.28,4,1104,
pp_case118,32,32,12.4478,1.037315,12.4500,12.447783,0.0022,0.02,0.0022,PASS,119,109,10,569,built,365.93,PASS,28.19,4,1104,
pp_case118,37,37,12.3662,1.030514,12.4000,12.366170,0.0338,0.27,0.0338,PASS,119,109,10,569,built,417.19,PASS,27.81,4,1104,
pp_case118,38,38,12.3665,1.030540,12.4000,12.366482,0.0335,0.27,0.0335,PASS,119,109,10,569,built,458.52,PASS,40.75,4,1154,
pp_case118,41,41,12.3410,1.028417,12.3500,12.341003,0.0090,0.07,0.0090,PASS,119,109,10,569,built,355.03,PASS,32.41,4,1104,
pp_case118,43,43,12.3486,1.029047,12.3500,12.348563,0.0014,0.01,0.0014,PASS,119,109,10,569,built,431.39,PASS,31.42,4,1104,
pp_case118,44,44,12.3269,1.027240,12.3500,12.326881,0.0231,0.19,0.0231,PASS,119,109,10,569,built,375.24,PASS,25.67,4,1104,
pp_case118,51,51,12.3900,1.032498,12.4000,12.389971,0.0100,0.08,0.0100,PASS,119,109,10,569,built,409.43,PASS,29.72,4,1104,
pp_case118,55,55,12.4647,1.038721,12.4500,12.464650,0.0147,0.12,0.0147,PASS,119,109,10,569,built,422.69,PASS,19.88,4,1104,
pp_case118,57,57,12.4076,1.033967,12.4000,12.407605,0.0076,0.06,0.0076,PASS,119,109,10,569,built,426.88,PASS,36.09,4,1104,
pp_case118,59,59,12.5676,1.047301,12.5500,12.567615,0.0176,0.14,0.0176,PASS,119,109,10,569,built,342.63,PASS,37.69,4,1104,
pp_case118,68,68,12.4202,1.035014,12.4000,12.420164,0.0202,0.16,0.0202,PASS,119,109,10,569,built,382.22,PASS,17.65,4,1104,
pp_case118,70,70,12.4679,1.038993,12.4500,12.467920,0.0179,0.14,0.0179,PASS,119,109,10,569,built,440.50,PASS,35.91,4,1104,
pp_case118,72,72,12.4705,1.039209,12.4500,12.470508,0.0205,0.16,0.0205,PASS,119,109,10,569,built,389.57,PASS,39.18,4,1104,
pp_case118,73,73,12.4683,1.039029,12.4500,12.468347,0.0183,0.15,0.0183,PASS,119,109,10,569,built,556.36,PASS,73.97,4,1134,
pp_case118,76,76,12.4528,1.037734,12.4500,12.452808,0.0028,0.02,0.0028,PASS,119,109,10,569,built,787.80,PASS,97.76,4,1104,
pp_case118,83,83,12.3699,1.030828,12.4000,12.369941,0.0301,0.24,0.0301,PASS,119,109,10,569,built,1320.39,PASS,127.43,4,1368,
pp_case118,86,86,12.3188,1.026564,12.3000,12.318771,0.0188,0.15,0.0188,PASS,119,109,10,569,built,1301.01,PASS,153.11,4,1368,
pp_case118,88,88,12.3044,1.025364,12.3000,12.304366,0.0044,0.04,0.0044,PASS,119,109,10,569,built,1434.43,PASS,90.20,4,1368,
pp_case118,103,103,12.2040,1.017000,12.2000,12.203999,0.0040,0.03,0.0040,PASS,119,109,10,569,built,1152.11,PASS,100.15,4,1368,
pp_case118,107,107,12.2040,1.017000,12.2000,12.203998,0.0040,0.03,0.0040,PASS,119,109,10,569,built,982.05,PASS,73.30,4,1104,
pp_case118,118,118,12.4522,1.037681,12.4500,12.452169,0.0022,0.02,0.0022,PASS,119,109,10,569,built,1243.60,PASS,49.09,4,1368,
