case,target_bus,target_node,truth_v,truth_vm_pu,pred_v_lu_direct,ref_v_numpy_solve,abs_error_v,rel_error_pct,abs_error_vs_numpy_v,pass_fail,N,n_free,n_fixed,seq_length,build_status,build_time_s,run_status,run_time_s,n_layers,d_model,error
lattice4x4_rh1_rv100,1,2,11.3190,0.943252,11.3000,11.319024,0.0190,0.17,0.0190,PASS,17,12,5,74,built,16.61,PASS,2.56,4,148,
lattice4x4_rh1_rv100,2,3,10.6545,0.887877,10.6500,10.654529,0.0045,0.04,0.0045,PASS,17,12,5,74,built,17.61,PASS,2.14,4,148,
lattice4x4_rh1_rv100,4,5,9.6809,0.806740,9.7000,9.680878,0.0191,0.20,0.0191,PASS,17,12,5,74,built,17.73,PASS,1.70,4,148,
lattice4x4_rh1_rv100,5,6,9.6710,0.805915,9.6500,9.670977,0.0210,0.22,0.0210,PASS,17,12,5,74,built,19.04,PASS,1.86,4,148,
lattice4x4_rh1_rv100,6,7,9.6579,0.804824,9.6500,9.657884,0.0079,0.08,0.0079,PASS,17,12,5,74,built,18.23,PASS,2.34,4,148,
lattice4x4_rh1_rv100,7,8,9.6481,0.804009,9.6500,9.648113,0.0019,0.02,0.0019,PASS,17,12,5,74,built,17.59,PASS,2.47,4,148,
lattice4x4_rh1_rv100,8,9,8.3519,0.695991,8.3500,8.351887,0.0019,0.02,0.0019,PASS,17,12,5,74,built,18.33,PASS,2.31,4,148,
lattice4x4_rh1_rv100,9,10,8.3421,0.695176,8.3500,8.342116,0.0079,0.09,0.0079,PASS,17,12,5,74,built,18.31,PASS,2.59,4,148,
lattice4x4_rh1_rv100,10,11,8.3290,0.694085,8.3500,8.329023,0.0210,0.25,0.0210,PASS,17,12,5,74,built,15.67,PASS,2.60,4,148,
lattice4x4_rh1_rv100,11,12,8.3191,0.693260,8.3000,8.319122,0.0191,0.23,0.0191,PASS,17,12,5,74,built,16.01,PASS,2.63,4,148,
lattice4x4_rh1_rv100,13,14,7.3455,0.612123,7.3500,7.345471,0.0045,0.06,0.0045,PASS,17,12,5,74,built,16.74,PASS,1.34,4,148,
lattice4x4_rh1_rv100,14,15,6.6810,0.556748,6.7000,6.680976,0.0190,0.28,0.0190,PASS,17,12,5,74,built,17.18,PASS,1.57,4,148,
