case,target_bus,target_node,truth_v,truth_vm_pu,pred_v_lu_direct,ref_v_numpy_solve,abs_error_v,rel_error_pct,abs_error_vs_numpy_v,pass_fail,N,n_free,n_fixed,seq_length,build_status,build_time_s,run_status,run_time_s,n_layers,d_model,error
lattice8x8_rh1_rv5,3,4,10.6511,0.887591,10.6500,10.651097,0.0011,0.01,0.0011,PASS,65,60,5,314,built,477.85,PASS,35.78,4,754,
lattice8x8_rh1_rv5,8,9,10.6693,0.889107,10.6500,10.669288,0.0193,0.18,0.0193,PASS,65,60,5,314,built,641.00,PASS,66.88,4,754,
lattice8x8_rh1_rv5,10,11,10.4014,0.866781,10.4000,10.401371,0.0014,0.01,0.0014,PASS,65,60,5,314,built,703.61,PASS,47.96,4,754,
lattice8x8_rh1_rv5,11,12,10.2510,0.854251,10.2500,10.251008,0.0010,0.01,0.0010,PASS,65,60,5,314,built,700.92,PASS,58.77,4,754,
lattice8x8_rh1_rv5,15,16,9.8936,0.824464,9.9000,9.893568,0.0064,0.07,0.0064,PASS,65,60,5,314,built,491.34,PASS,62.01,4,610,
lattice8x8_rh1_rv5,18,19,9.8271,0.818929,9.8500,9.827144,0.0229,0.23,0.0229,PASS,65,60,5,314,built,674.68,PASS,56.36,4,754,
lattice8x8_rh1_rv5,20,21,9.6952,0.807935,9.7000,9.695221,0.0048,0.05,0.0048,PASS,65,60,5,314,built,734.21,PASS,56.75,4,754,
lattice8x8_rh1_rv5,21,22,9.6392,0.803270,9.6500,9.639241,0.0108,0.11,0.0108,PASS,65,60,5,314,built,1040.10,PASS,71.42,4,754,
lattice8x8_rh1_rv5,24,25,9.3441,0.778674,9.3500,9.344091,0.0059,0.06,0.0059,PASS,65,60,5,314,built,1093.48,PASS,65.00,4,754,
lattice8x8_rh1_rv5,26,27,9.2994,0.774948,9.3000,9.299373,0.0006,0.01,0.0006,PASS,65,60,5,314,built,1006.71,PASS,61.92,4,754,
lattice8x8_rh1_rv5,27,28,9.2632,0.771932,9.2500,9.263186,0.0132,0.14,0.0132,PASS,65,60,5,314,built,854.45,PASS,75.25,4,754,
lattice8x8_rh1_rv5,28,29,9.2252,0.768768,9.2500,9.225216,0.0248,0.27,0.0248,PASS,65,60,5,314,built,1169.38,PASS,56.08,4,754,
lattice8x8_rh1_rv5,32,33,8.8489,0.737408,8.8500,8.848901,0.0011,0.01,0.0011,PASS,65,60,5,314,built,1118.12,PASS,64.67,4,754,
lattice8x8_rh1_rv5,33,34,8.8350,0.736247,8.8500,8.834967,0.0150,0.17,0.0150,PASS,65,60,5,314,built,1115.36,PASS,57.98,4,754,
lattice8x8_rh1_rv5,34,35,8.8091,0.734089,8.8000,8.809074,0.0091,0.10,0.0091,PASS,65,60,5,314,built,909.91,PASS,50.24,4,754,
lattice8x8_rh1_rv5,36,37,8.7368,0.728068,8.7500,8.736814,0.0132,0.15,0.0132,PASS,65,60,5,314,built,1058.43,PASS,61.19,4,754,
lattice8x8_rh1_rv5,39,40,8.6559,0.721326,8.6500,8.655909,0.0059,0.07,0.0059,PASS,65,60,5,314,built,1032.94,PASS,68.79,4,754,
lattice8x8_rh1_rv5,41,42,8.4017,0.700139,8.4000,8.401666,0.0017,0.02,0.0017,PASS,65,60,5,314,built,1116.76,PASS,54.38,4,754,
lattice8x8_rh1_rv5,45,46,8.1729,0.681071,8.1500,8.172856,0.0229,0.28,0.0229,PASS,65,60,5,314,built,1129.95,PASS,75.57,4,754,
lattice8x8_rh1_rv5,50,51,7.9878,0.665651,8.0000,7.987815,0.0122,0.15,0.0122,PASS,65,60,5,314,built,1034.71,PASS,74.06,4,754,
lattice8x8_rh1_rv5,51,52,7.8813,0.656773,7.9000,7.881272,0.0187,0.24,0.0187,PASS,65,60,5,314,built,1120.87,PASS,54.12,4,754,
lattice8x8_rh1_rv5,54,55,7.4469,0.620573,7.4500,7.446878,0.0031,0.04,0.0031,PASS,65,60,5,314,built,1119.04,PASS,58.66,4,754,
lattice8x8_rh1_rv5,55,56,7.3307,0.610893,7.3500,7.330712,0.0193,0.26,0.0193,PASS,65,60,5,314,built,1172.53,PASS,59.86,4,754,
lattice8x8_rh1_rv5,57,58,7.8990,0.658253,7.9000,7.899040,0.0010,0.01,0.0010,PASS,65,60,5,314,built,1133.34,PASS,53.18,4,754,
lattice8x8_rh1_rv5,59,60,7.5864,0.632204,7.6000,7.586445,0.0136,0.18,0.0136,PASS,65,60,5,314,built,1115.82,PASS,50.47,4,754,
