case,target_bus,target_node,truth_v,truth_vm_pu,pred_v_lu_direct,ref_v_numpy_solve,abs_error_v,rel_error_pct,abs_error_vs_numpy_v,pass_fail,N,n_free,n_fixed,seq_length,build_status,build_time_s,run_status,run_time_s,n_layers,d_model,error
lattice6x6_rh1_rv1,2,3,10.1324,0.844364,10.1500,10.132365,0.0176,0.17,0.0176,PASS,37,32,5,174,built,57.05,PASS,7.96,4,340,
lattice6x6_rh1_rv1,3,4,9.8010,0.816752,9.8000,9.801025,0.0010,0.01,0.0010,PASS,37,32,5,174,built,66.13,PASS,5.68,4,340,
lattice6x6_rh1_rv1,6,7,10.6789,0.889909,10.7000,10.678907,0.0211,0.20,0.0211,PASS,37,32,5,174,built,55.24,PASS,7.78,4,340,
lattice6x6_rh1_rv1,8,9,9.8113,0.817606,9.8000,9.811272,0.0113,0.11,0.0113,PASS,37,32,5,174,built,55.73,PASS,8.25,4,340,
lattice6x6_rh1_rv1,10,11,9.4073,0.783945,9.4000,9.407344,0.0073,0.08,0.0073,PASS,37,32,5,174,built,54.43,PASS,0.67,4,340,
lattice6x6_rh1_rv1,11,12,9.4184,0.784870,9.4000,9.418446,0.0184,0.20,0.0184,PASS,37,32,5,174,built,26.93,PASS,0.54,4,340,
lattice6x6_rh1_rv1,12,13,9.8147,0.817891,9.8000,9.814688,0.0147,0.15,0.0147,PASS,37,32,5,174,built,36.36,PASS,0.53,4,340,
lattice6x6_rh1_rv1,13,14,9.6132,0.801096,9.6000,9.613151,0.0132,0.14,0.0132,PASS,37,32,5,174,built,28.84,PASS,0.55,4,340,
lattice6x6_rh1_rv1,14,15,9.3561,0.779675,9.3500,9.356106,0.0061,0.07,0.0061,PASS,37,32,5,174,built,23.81,PASS,0.52,4,340,
lattice6x6_rh1_rv1,15,16,9.1187,0.759892,9.1000,9.118702,0.0187,0.21,0.0187,PASS,37,32,5,174,built,21.39,PASS,0.53,4,340,
lattice6x6_rh1_rv1,16,17,8.9402,0.745019,8.9500,8.940222,0.0098,0.11,0.0098,PASS,37,32,5,174,built,51.86,PASS,6.57,4,340,
lattice6x6_rh1_rv1,17,18,8.8480,0.737333,8.8500,8.847993,0.0020,0.02,0.0020,PASS,37,32,5,174,built,55.76,PASS,8.11,4,340,
lattice6x6_rh1_rv1,18,19,9.1520,0.762667,9.1500,9.152007,0.0020,0.02,0.0020,PASS,37,32,5,174,built,55.67,PASS,9.27,4,340,
lattice6x6_rh1_rv1,19,20,9.0598,0.754981,9.0500,9.059778,0.0098,0.11,0.0098,PASS,37,32,5,174,built,58.45,PASS,9.80,4,340,
lattice6x6_rh1_rv1,20,21,8.8813,0.740108,8.9000,8.881298,0.0187,0.21,0.0187,PASS,37,32,5,174,built,56.24,PASS,8.21,4,340,
lattice6x6_rh1_rv1,23,24,8.1853,0.682109,8.2000,8.185312,0.0147,0.18,0.0147,PASS,37,32,5,174,built,47.09,PASS,0.62,4,340,
lattice6x6_rh1_rv1,24,25,8.5816,0.715130,8.6000,8.581554,0.0184,0.21,0.0184,PASS,37,32,5,174,built,26.15,PASS,0.62,4,340,
lattice6x6_rh1_rv1,25,26,8.5927,0.716055,8.6000,8.592656,0.0073,0.09,0.0073,PASS,37,32,5,174,built,22.53,PASS,0.64,4,340,
lattice6x6_rh1_rv1,26,27,8.4654,0.705451,8.4500,8.465414,0.0154,0.18,0.0154,PASS,37,32,5,174,built,70.84,PASS,6.39,4,340,
lattice6x6_rh1_rv1,27,28,8.1887,0.682394,8.2000,8.188728,0.0113,0.14,0.0113,PASS,37,32,5,174,built,57.14,PASS,8.85,4,340,
lattice6x6_rh1_rv1,28,29,7.7780,0.648164,7.8000,7.777968,0.0220,0.28,0.0220,PASS,37,32,5,174,built,98.75,PASS,8.90,4,340,
lattice6x6_rh1_rv1,29,30,7.3211,0.610091,7.3000,7.321093,0.0211,0.29,0.0211,PASS,37,32,5,174,built,52.60,PASS,5.49,4,340,
lattice6x6_rh1_rv1,31,32,8.2639,0.688656,8.2500,8.263877,0.0139,0.17,0.0139,PASS,37,32,5,174,built,34.76,PASS,0.62,4,340,
lattice6x6_rh1_rv1,33,34,7.8676,0.655636,7.8500,7.867635,0.0176,0.22,0.0176,PASS,37,32,5,174,built,23.76,PASS,0.55,4,340,
lattice6x6_rh1_rv1,34,35,7.2152,0.601267,7.2000,7.215201,0.0152,0.21,0.0152,PASS,37,32,5,174,built,28.51,PASS,0.60,4,340,
