case,target_bus,target_node,truth_v,truth_vm_pu,pred_v_lu_direct,ref_v_numpy_solve,abs_error_v,rel_error_pct,abs_error_vs_numpy_v,pass_fail,N,n_free,n_fixed,seq_length,build_status,build_time_s,run_status,run_time_s,n_layers,d_model,error
lattice4x4_rh1_rv20,1,2,11.2643,0.938694,11.2500,11.264334,0.0143,0.13,0.0143,PASS,17,12,5,74,built,7.03,PASS,0.11,4,148,
lattice4x4_rh1_rv20,2,3,10.6076,0.883966,10.6000,10.607595,0.0076,0.07,0.0076,PASS,17,12,5,74,built,5.34,PASS,0.09,4,148,
lattice4x4_rh1_rv20,4,5,9.7334,0.811119,9.7500,9.733433,0.0166,0.17,0.0166,PASS,17,12,5,74,built,4.68,PASS,0.09,4,148,
lattice4x4_rh1_rv20,5,6,9.6858,0.807148,9.7000,9.685778,0.0142,0.15,0.0142,PASS,17,12,5,74,built,5.06,PASS,0.11,4,148,
lattice4x4_rh1_rv20,6,7,9.6247,0.802060,9.6000,9.624721,0.0247,0.26,0.0247,PASS,17,12,5,74,built,9.77,PASS,0.09,4,148,
lattice4x4_rh1_rv20,7,8,9.5800,0.798337,9.6000,9.580045,0.0200,0.21,0.0200,PASS,17,12,5,74,built,5.35,PASS,0.09,4,148,
lattice4x4_rh1_rv20,8,9,8.4200,0.701663,8.4000,8.419955,0.0200,0.24,0.0200,PASS,17,12,5,74,built,4.60,PASS,0.11,4,148,
lattice4x4_rh1_rv20,9,10,8.3753,0.697940,8.4000,8.375279,0.0247,0.30,0.0247,PASS,17,12,5,74,built,6.04,PASS,0.09,4,148,
lattice4x4_rh1_rv20,10,11,8.3142,0.692852,8.3000,8.314222,0.0142,0.17,0.0142,PASS,17,12,5,74,built,5.27,PASS,0.11,4,148,
lattice4x4_rh1_rv20,11,12,8.2666,0.688881,8.2500,8.266567,0.0166,0.20,0.0166,PASS,17,12,5,74,built,4.75,PASS,0.10,4,148,
lattice4x4_rh1_rv20,13,14,7.3924,0.616034,7.4000,7.392405,0.0076,0.10,0.0076,PASS,17,12,5,74,built,5.46,PASS,0.09,4,148,
lattice4x4_rh1_rv20,14,15,6.7357,0.561306,6.7500,6.735666,0.0143,0.21,0.0143,PASS,17,12,5,74,built,17.74,PASS,2.13,4,148,
